KOI,kepmag,rhostar,teff,rstar,mstar,logg,[M/H],Binary,TTVperiod,radius,radius_em,radius_ep,nTT,SNR,MES,chisqwttv,n,min_p,max_p,mean_p,range_p,log_range_p,normstd_p,dpp,mean_dpp,gapc,gini,logstd_p,zeta,mean_zeta,min_r,max_r,mean_r,range_r,std_r,normstd_r,logstd_r,r_rat,mean_rrat,gini_r,subearth,supearth,subnep,nepplus,N_first,N_second,res_frac,deltas,min_abs_delta,med_abs_delta,res_summary
1336,14.82,1.61683,5772,0.97,1.02,4.433,0.095,0,[ 4.45817348 10.21868514 15.57355475 40.1011493 ],[1.336 2.064 2.112 2.31 ],[-0.082 -0.102 -0.122 -0.161],[0.106 0.143 0.159 0.19 ],[221. 107.  72.  27.],[14.3 26.6 24.7 19. ],[11.4 22.1 18.6 14.2],[5915.5 3436.8 2882.3  906. ],4,4.45817348,40.1011493,17.58789067,35.64297582,0.953999856,0.77208731,[1.29212371 0.52402726 1.57495157],1.130367516,0.155333146,0.164435526,0.098225945,[0.67824089 0.27510702 1.09517953],0.682842479,1.336,2.31,1.9555,0.974,0.369362627,0.188883982,0.092570568,[1.54491018 1.02325581 1.09375   ],1.220638665,0.126566096,0,1,3,0,1,0,0.333333333,[ 0.14606186  0.01601818 -0.14168281],0.016018176,0.141682809,[0.  1.5 0. ]
1338,14.609,1.41325,5679,0.97,0.87,4.371,-0.157,0,[ 3.22296839 21.01182965 42.03714532],[1.491 1.235 1.586],[-0.079 -0.104 -0.093],[0.103 0.135 0.125],[406.  59.  32.],[31.3 10.2 14.7],[26.3  7.7 12.1],[10386.1  1796.2  1196. ],3,3.22296839,42.03714532,22.09064779,38.81417693,1.11537717,0.718139775,[5.51940296 1.00064183],3.260022393,0.582094469,0.530368236,0.266357564,[0.54353705 0.00192425],0.272730652,1.235,1.586,1.437333333,0.351,0.148234799,0.103131817,0.046268088,[0.82830315 1.28421053],1.056256839,0.081400742,0,3,0,0,1,0,0.5,[1.17313432e+00 3.20914938e-04],0.000320915,0.586727617,[0. 2.]
1353,14.449,1.66018,5505,0.91,0.91,4.472,-0.004,0,[ 34.54399807  66.01646112 125.8654422 ],[ 2.102  2.452 11.038],[-0.094 -0.127 -0.264],[0.136 0.178 0.343],[39.  3. 10.],[ 23.2  24.4 562.1],[ 18.7   8.5 167.6],[1168.  538.  752.],3,34.54399807,125.8654422,75.47530046,91.32144413,0.561533905,0.501846655,[0.9110834  0.90657663],0.908830014,1.09E-05,0.001180504,0.000512687,[0.29278309 0.30915213],0.300967612,2.102,11.038,5.197333333,8.936,4.132446034,0.795108909,0.350243596,[1.16650809 4.50163132],2.834069704,0.573114418,0,0,2,1,0,0,0,[-0.0444583  -0.04671168],0.044458302,0.045584993,[0. 0.]
1358,15.505,2.69987,4651,0.72,0.74,4.582,0.052,0,[2.34585905 3.64833292 5.64492487 8.74287505],[1.272 1.374 2.642 1.98 ],[-0.088 -0.078 -0.099 -0.109],[0.117 0.117 0.26  0.204],[469. 292. 200. 122.],[19.5 19.9 63.9 30.7],[14.6 15.5 51.4 25.1],[7194.8 5264.3 4014.7 2862.1],4,2.34585905,8.74287505,5.095497973,6.397016,0.571352357,0.473247698,[0.55522256 0.54726145 0.54880273],0.550428913,4.44E-05,0.001711594,0.000965052,[0.59676135 0.51815943 0.53355489],0.54949189,1.272,2.642,1.817,1.37,0.547829353,0.301502121,0.128974711,[1.08018868 1.92285298 0.74943225],1.250824637,0.216290589,0,2,2,0,0,0,0,[0.03681504 0.03150763 0.03253515],0.031507631,0.032535153,[0. 0. 0.]
1360,15.596,2.94387,4960,0.7,0.76,4.592,-0.097,0,[ 0.76401565 14.58931266 36.77055611],[0.791 1.993 2.535],[-0.069 -0.115 -0.137],[0.075 0.138 0.258],[1624.   94.   37.],[13.2 29.3 40.8],[11.5 25.4 32.5],[18212.4  1979.1  1365.9],3,0.76401565,36.77055611,17.37462814,36.00654046,1.682397943,0.853598912,[18.09556782  1.52037618],9.807972,0.70828386,0.766803968,0.480040949,[0.16578645 1.02680413],0.596295291,0.791,2.535,1.773,1.744,0.728781632,0.41104435,0.223280009,[2.51959545 1.27195183],1.89577364,0.327881181,1,0,2,0,0,0,0,[ 5.36518927 -0.15987461],0.159874607,2.76253194,[0. 0.]
1364,15.52,0.50894,5616,1.38,0.98,4.14,0.03,0,[ 2.58083692  3.71548205  7.0556802  11.97890111 20.83424102],[1.336 1.479 2.157 2.151 2.31 ],[-0.11  -0.096 -0.136 -0.143 -0.166],[0.143 0.139 0.177 0.251 0.216],[473. 329. 166. 101.  54.],[17.5 19.6 32.1 27.8 26.2],[13.4 14.9 26.1 22.1 19.9],[8871.3 6927.8 4394.  3163.8 2161.9],5,2.58083692,20.83424102,9.23302826,18.2534041,0.907017121,0.720974994,[0.43964232 0.89899456 0.69776701 0.73924476],0.693912164,0.04320912,0.069835108,0.043547198,[0.8237289  0.33706135 1.29942937 1.05819581],0.879603858,1.336,2.31,1.8866,0.974,0.397891744,0.210904137,0.097976873,[1.10703593 1.45841785 0.99721836 1.07391911],1.159147811,0.139192198,0,2,3,0,0,0,0,[ 0.02831594 -0.05050272  0.01866021  0.04354686],0.018660209,0.0359314,[0. 0. 0. 0.]
1413,15.507,0.81575,5756,1.19,0.99,4.28,0.027,0,[12.64500199 21.52618726 33.88433254],[3.257 3.165 3.422],[-0.205 -0.212 -0.252],[0.261 0.251 0.302],[109.  64.  37.],[32.7 23.4 17.2],[22.8 16.6 12.9],[8110.  4455.1 2035.9],3,12.64500199,33.88433254,22.68517393,21.23933055,0.428080033,0.383931942,[0.70234748 0.5740982 ],0.638222838,0.020550925,0.039142808,0.017011454,[1.27139    0.77441312],1.022901563,3.165,3.422,3.281333333,0.257,0.106321316,0.032401864,0.014006271,[0.97175315 1.08120063],1.026476889,0.026107273,0,0,3,0,0,0,0,[0.02140849 0.0493988 ],0.021408487,0.035403642,[0. 0.]
1422,15.921,9.856,3526,0.38,0.39,4.866,-0.08,1,[ 5.84163696 10.86440372 19.8503022  34.14210338 63.33550636],[1.447 1.075 1.58  1.109 1.231],[-0.245 -0.198 -0.265 -0.218 -0.226],[0.188 0.182 0.221 0.163 0.191],[168.  94.  53.  33.  16.],[41.1 16.8 34.4 13.3 13. ],[33.2 12.4 25.1 10.5  9.1],[3087.7 1696.8 1120.8  790.6  496.4],5,5.84163696,63.33550636,26.80679052,57.4938694,1.035112684,0.769989585,[0.85982179 0.82709541 0.71997902 0.85505578],0.815488003,0.003356903,0.02054033,0.013747518,[0.4890951  0.62715106 1.16678807 0.50854302],0.697894309,1.075,1.58,1.2884,0.505,0.195552141,0.15177906,0.065130492,[0.74291638 1.46976744 0.70189873 1.11000902],1.006147893,0.104625893,0,5,0,0,0,0,0,[-0.0700891  -0.08645229  0.03198741 -0.07247211],0.031987414,0.071280606,[0. 0. 0. 0.]
1426,14.232,1.95514,5689,0.88,0.93,4.476,-0.1,0,[ 38.86857676  74.92841333 150.0216791 ],[ 2.782  6.192 18.3  ],[-0.1   -0.2   -8.934],[ 0.109  0.218 49.137],[35. 15. 10.],[ 73.4 161.5 106.2],[ 55.3 135.4  92.4],[1677.  640.  368.],3,38.86857676,150.0216791,87.9395564,111.1531023,0.586555383,0.526513174,[0.92773751 1.00220013],0.964968821,0.002573136,0.018947533,0.008230163,[0.23367329 0.00658591],0.120129598,2.782,18.3,9.091333333,15.518,6.658662595,0.732418706,0.358052111,[2.22573688 2.95542636],2.590581618,0.568966782,0,0,1,2,1,0,0.5,[-0.03613125  0.00110007],0.001100066,0.018615656,[0. 2.]
1430,15.415,3.26809,4543,0.66,0.67,4.623,-0.163,0,[10.47547226 22.92873069 77.4743516 ],[2.113 1.958 2.536],[-0.091 -0.116 -0.124],[0.151 0.194 0.186],[130.  57.  16.],[40.3 21.3 27.5],[32.2 16.8 21.9],[2692.5 1054.7  507.8],3,10.47547226,77.4743516,36.95951818,66.99887934,0.868984339,0.787237804,[1.18880162 2.37892021],1.783860919,0.148691861,0.213753241,0.094831099,[0.47645028 1.26107634],0.868763313,1.958,2.536,2.202333333,0.578,0.244276255,0.110917022,0.04720571,[0.92664458 1.29519918],1.110921882,0.087482973,0,0,3,0,0,0,0,[0.09440081 0.12630674],0.094400812,0.110353775,[0. 0.]
1432,15.017,1.53928,5677,0.97,1,4.352,0.113,0,[ 2.92722182  6.88597657 15.05495546 38.28607433],[1.272 2.016 1.572 1.778],[-0.087 -0.13  -0.103 -0.126],[0.121 0.222 0.122 0.149],[455. 197.  89.  33.],[18.  34.5 16.6 15. ],[14.1 29.  14.5 11.1],[10368.9  6141.4  3533.7  1890.7],4,2.92722182,38.28607433,15.78855705,35.35885251,1.116585204,0.868055815,[1.35239315 1.18632104 1.54308785],1.360600682,0.008938105,0.05037797,0.026817598,[0.78171016 0.47117357 1.05584627],0.769576666,1.272,2.016,1.6595,0.744,0.27338023,0.164736505,0.074045849,[1.58490566 0.7797619  1.13104326],1.165236941,0.122426434,0,3,1,0,0,0,0,[ 0.17619658  0.09316052 -0.15230405],0.09316052,0.15230405,[0. 0. 0.]
1436,14.271,1.71648,5653,0.94,1.02,4.428,0.174,1,[ 2.50855472  5.41907617 13.75124199],[1.382 1.447 1.772],[-0.062 -0.08  -0.088],[0.087 0.096 0.114],[410. 189.  77.],[26.7 20.2 24.6],[22.  15.1 20.4],[8198.  4122.3 2323.4],3,2.50855472,13.75124199,7.22629096,11.24268727,0.738918346,0.659312417,[1.16023837 1.53756204],1.348900208,0.029081672,0.08031922,0.034985735,[0.41432445 1.04885922],0.731591834,1.382,1.772,1.533666667,0.39,0.170603504,0.111238972,0.046970564,[1.04703329 1.22460263],1.135817956,0.084764182,0,3,0,0,0,0,0,[ 0.08011919 -0.15414599],0.080119187,0.117132587,[0. 0.]
1475,15.937,3.19712,4468,0.66,0.67,4.618,-0.078,0,[1.6093192  4.72943361 9.51219279],[1.761 1.348 2.223],[-0.089 -0.098 -0.108],[0.156 0.152 0.204],[753. 244. 129.],[35.1 14.6 31.9],[29.2 10.9 24. ],[11217.1  5167.9  2960.7],3,1.6093192,9.51219279,5.283648533,7.90287359,0.771638451,0.615114351,[1.93877909 1.01127526],1.475027171,0.144012357,0.187372455,0.082712607,[1.45263443 0.03344862],0.743041529,1.348,2.223,1.777333333,0.875,0.357403911,0.201089972,0.08921353,[0.76547416 1.64910979],1.207291977,0.164103526,0,2,1,0,1,0,0.5,[-0.02040697  0.00563763],0.005637628,0.013022299,[0. 2.]
1499,14.815,2.31758,5060,0.79,0.8,4.551,-0.035,0,[ 0.84059639  6.20922062 14.16399045],[0.583 0.833 2.201],[-0.046 -0.058 -0.083],[0.06  0.076 0.116],[1502.  206.   89.],[11.5 12.1 71.5],[ 8.4 11.  58.5],[21379.2  4928.   3184.5],3,0.84059639,14.16399045,7.071269153,13.32339406,1.226598105,0.77401976,[6.38668485 1.28112211],3.833903481,0.493050765,0.528099367,0.264844547,[0.46972726 0.65830285],0.564015056,0.583,2.201,1.205666667,1.618,0.711168678,0.589855138,0.254093252,[1.42881647 2.6422569 ],2.035536685,0.447332043,2,0,1,0,0,0,0,[1.46222828 0.14056106],0.140561056,0.80139467,[0. 0.]
1557,15.59,0.89104,6132,1.2,1.12,4.323,-0.026,0,[1.49914177 3.29570206 5.31595232 9.65348279],[1.038 2.672 2.013 2.302],[-0.063 -0.12  -0.111 -0.097],[0.088 0.251 0.141 0.155],[680. 326. 199. 108.],[ 22.2 114.6  37.7  63.1],[ 20.6 119.2  34.   57.3],[9841.3 5409.9 2260.9 2670.5],4,1.49914177,9.65348279,4.941069735,8.15434102,0.808841322,0.614710871,[1.19839252 0.61299542 0.81594608],0.875778008,0.071540677,0.104027432,0.055513585,[0.4966466  1.1059993  0.67671353],0.759786477,1.038,2.672,2.00625,1.634,0.605855748,0.301984174,0.158871165,[2.57418112 0.75336826 1.14356682],1.490372066,0.215617861,0,1,3,0,0,0,0,[ 0.09919626 -0.03220275  0.08956765],0.03220275,0.089567649,[0. 0. 0.]
1563,15.812,2.4567,5081,0.77,0.84,4.544,0.086,0,[ 3.20541109  5.48712478  8.29085153 16.73878229],[1.641 2.789 2.439 2.418],[-0.127 -0.161 -0.145 -0.149],[0.166 0.304 0.218 0.198],[349. 200. 139.  62.],[20.6 51.9 34.7 20.4],[15.5 40.3 27.  13.8],[6908.3 5277.4 3029.5 1423.6],4,3.20541109,16.73878229,8.430542423,13.5333712,0.717840126,0.607762769,[0.71183184 0.51096464 1.01894609],0.747247526,0.078483577,0.096910797,0.051642448,[1.21447849 0.12875226 0.05578143],0.466337396,1.641,2.789,2.32175,1.148,0.419748362,0.180789647,0.086346669,[1.69957343 0.87450699 0.99138991],1.188490112,0.124367395,0,1,3,0,2,0,0.666666667,[0.02709911 0.00730976 0.00947305],0.007309761,0.009473046,[0.  1.5 2. ]
1567,15.36,0.9694,5996,1.15,1.07,4.341,-0.021,0,[ 4.6461998   7.24020008 17.32677828 44.84125679],[1.611 2.236 2.153 2.467],[-0.105 -0.137 -0.127 -0.152],[0.146 0.162 0.19  0.212],[238. 159.  67.  20.],[28.2 48.2 34.8 28.9],[21.9 38.2 27.  22.3],[4298.7 3994.8 2410.9 1083.6],4,4.6461998,44.84125679,18.51360874,40.19505699,0.984579895,0.859977024,[0.5583058  1.39313528 1.58797429],1.179805125,0.143898181,0.157455742,0.097379415,[0.62660066 0.84658387 1.11080065],0.861328392,1.611,2.467,2.11675,0.856,0.313844209,0.148267017,0.069106663,[1.38795779 0.96288014 1.14584301],1.165560314,0.10436597,0,1,3,0,0,0,0,[ 0.03887053  0.19656764 -0.1373419 ],0.038870531,0.137341902,[0. 0. 0.]
1574,15.952,1.74986,5475,0.89,0.89,4.486,-0.027,0,[  5.83391524   8.97721049 114.7366498  191.2388431 ],[ 1.649  1.403 10.234  4.648],[-0.087 -0.109 -0.325 -0.198],[0.13  0.134 0.355 0.543],[187. 119.  10.   4.],[ 17.6  10.3 230.6  36.8],[  9.3   7.4 196.2  27.2],[7114.    0. 1016.  511.],4,5.83391524,191.2388431,80.19665466,185.4049279,1.515615993,0.968391702,[ 0.53879687 11.78087998  0.66676335],4.328813399,0.857813136,0.70322617,0.4796289,[0.43203889 0.25464991 1.49934746],0.728678753,1.403,10.234,4.4835,8.831,3.557357903,0.793433234,0.378152191,[0.85081868 7.29436921 0.45417237],2.866453418,0.548158061,0,2,0,2,1,1,0.666666667,[2.58645776e-02 3.26029333e+00 5.80116293e-05],5.80E-05,0.025864578,[1.5        0.         1.66666667]
1589,14.764,0.88822,6017,3.56,1.02,4.455,-0.106,1,[ 4.22453347  8.72588834 12.88282392 27.43452289 44.55132164],[4.187 7.013 7.119 7.068 6.047],[-2.315 -3.873 -3.954 -3.907 -3.328],[3.762 6.024 7.907 6.511 5.825],[318. 147. 107.  50.  32.],[16.7 37.7 33.6 25.3 16.7],[13.4 27.9 25.3 19.3 13.4],[8630.1 5627.5 4339.4 2157.3 1546.6],5,4.22453347,44.55132164,19.56381805,40.32678817,1.023081837,0.752520961,[1.06552709 0.4763911  1.12954264 0.62391458],0.823843854,0.081169824,0.109707269,0.067854855,[0.18449205 0.29734681 0.34405777 1.19164945],0.504386522,4.187,7.119,6.2868,2.932,1.122217519,0.178503773,0.088547187,[1.67494626 1.01511479 0.99283607 0.85554612],1.134610811,0.109515175,0,0,0,5,0,0,0,[ 0.03276355 -0.01573926  0.06477132 -0.02565125],0.015739264,0.0292074,[0. 0. 0. 0.]
1590,15.674,2.78377,4867,0.77,0.75,4.594,-0.073,0,[ 2.35575084  4.74670612 12.89015147],[1.252 1.199 1.82 ],[-0.164 -0.153 -0.188],[0.219 0.248 0.375],[413. 217.  83.],[17.  12.5 23.6],[13.4  9.6 18.7],[6897.7 4017.8 2453.6],3,2.35575084,12.89015147,6.66420281,10.53440063,0.738128666,0.676648563,[1.01494404 1.71559923],1.365271635,0.098545078,0.148113049,0.064980109,[0.04417202 1.25133985],0.647755935,1.199,1.82,1.423666667,0.621,0.281084013,0.197436675,0.081761105,[0.95766773 1.51793161],1.237799671,0.145399204,0,3,0,0,1,0,0.5,[ 0.00747202 -0.09480026],0.007472021,0.051136139,[2. 0.]
1598,14.279,2.04952,5448,0.84,0.85,4.517,-0.113,0,[13.93065877 56.47574045 92.87480581],[1.15  2.767 2.136],[-0.077 -0.083 -0.118],[0.099 0.413 0.26 ],[93. 24. 16.],[14.9 70.  37.9],[12.7 57.  30.3],[1916.7 1174.   791.5],3,13.93065877,92.87480581,54.42706834,78.94414704,0.823926264,0.592744646,[3.054061   0.64450798],1.849284491,0.613857785,0.422834756,0.20054164,[0.98229865 1.34528649],1.163792569,1.15,2.767,2.017666667,1.617,0.665419333,0.329796464,0.162311882,[2.40608696 0.77195519],1.589021071,0.267140261,0,1,2,0,0,1,0.5,[ 0.35135367 -0.01329521],0.013295212,0.18232444,[0.         1.66666667]
1608,13.797,0.96504,5897,1.14,0.99,4.307,-0.017,0,[  9.17614002  19.73836806 232.0486005 ],[1.655 1.488 1.995],[-0.074 -0.079 -0.12 ],[0.096 0.111 0.156],[142.  68.   5.],[34.3 20.3 15.2],[29.1 15.6 12.5],[5224.7 2784.1  506.5],3,9.17614002,232.0486005,86.98770286,222.8724605,1.402918922,1.180214395,[ 1.15105349 10.75622016],5.953636827,0.714211355,0.690657774,0.394754105,[0.39369194 0.27890839],0.336300163,1.488,1.995,1.712666667,0.507,0.210960238,0.123176472,0.052733657,[0.89909366 1.34072581],1.119909731,0.098676528,0,2,1,0,0,0,0,[0.07552675 2.91874005],0.075526747,1.4971334,[0. 0.]
1613,11.413,0.5233,5837,1.37,0.95,4.143,-0.18,1,[15.86619279 20.60559108 94.09228694],[0.814 0.562 0.631],[-0.075 -0.068 -0.078],[0.188 0.117 0.121],[70. 51. 10.],[28.4 11.1 10.6],[22.   8.1  9. ],[2542.8 1656.5  800.2],3,15.86619279,94.09228694,43.52135694,78.22609415,0.773081297,0.822845547,[0.29871049 3.56634738],1.93252894,0.981759105,0.557136342,0.284705479,[1.04316908 0.8411968 ],0.94218294,0.562,0.814,0.669,0.252,0.106329676,0.15893823,0.067410903,[0.69041769 1.1227758 ],0.906596746,0.125560538,3,0,0,0,0,1,0.5,[0.01010816 0.52211579],0.010108162,0.266111979,[1.28571429 0.        ]
1627,15.767,0.314,6068,1.8,1.29,4.04,0.16,0,[ 3.80674591  5.93917354 10.29672509],[2.883 3.937 6.031],[-0.767 -1.026 -1.44 ],[0.493 0.684 1.132],[300. 192. 110.],[10.4 15.9 31.3],[ 8.8 12.8 25.8],[4505.7 3712.3 2657.1],3,3.80674591,10.29672509,6.680881513,6.48997918,0.432145228,0.40427788,[0.56017073 0.73369662],0.646933674,0.036428361,0.052681506,0.022908439,[0.64448989 1.0888835 ],0.866686694,2.883,6.031,4.283666667,3.148,1.30833465,0.30542401,0.132905239,[1.3655914  1.53187706],1.448734231,0.244961482,0,0,2,1,0,0,0,[0.04011382 0.04021797],0.040113819,0.040165895,[0. 0.]
1628,12.949,0.41724,6210,1.66,1.31,4.379,0.135,0,[ 1.77245342 19.74737352 37.83931904],[1.506 3.685 2.572],[-0.077 -0.2   -0.124],[0.093 0.364 0.165],[757.  65.  38.],[22.3 47.1 23.7],[21.7 41.2 11.8],[16431.2  2036.9  1928.8],3,1.77245342,37.83931904,19.78638199,36.06686562,1.329368481,0.744161417,[10.14126515  0.91616971],5.528717432,0.806831079,0.706501356,0.410680385,[0.29582108 0.27450248],0.285161782,1.506,3.685,2.587666667,2.179,0.889642,0.34380085,0.162113484,[2.44687915 0.69796472],1.572421936,0.280690455,0,1,2,0,0,0,0,[ 2.71375505 -0.04191514],0.041915144,1.377835097,[0. 0.]
1647,14.167,0.51463,5717,1.51,1.11,4.19,0.251,0,[ 6.3302697  14.97032924 32.27526962],[1.316 2.601 2.326],[-0.171 -0.263 -0.225],[0.188 0.29  0.324],[159.  70.  32.],[ 9.4 28.9 17.9],[ 8.9 23.4 11.4],[5215.3 3505.2 2182.9],3,6.3302697,32.27526962,17.85862285,25.94499992,0.707447665,0.60402779,[1.36488016 1.15594922],1.260414691,0.010517343,0.04621518,0.020090671,[0.80200483 0.40473028],0.603367559,1.316,2.601,2.081,1.285,0.552464177,0.265480143,0.130801928,[1.97644377 0.89427143],1.435357602,0.20583053,0,1,2,0,0,0,0,[0.18244008 0.07797461],0.077974609,0.130207345,[0. 0.]
1681,13.747,0.00783,4779,5.88,1.16,2.956,-0.067,1,[ 1.99281385  3.53108051  6.93904714 21.91417008],[0.742 0.727 1.046 1.045],[-0.12  -0.113 -0.164 -0.172],[0.098 0.123 0.137 0.143],[671. 386. 195.  62.],[16.5 11.6 22.9 11.9],[12.9  7.6 18.4  8. ],[9004.5 6355.8 4897.8 1128.9],4,1.99281385,21.91417008,8.594277895,19.92135623,1.041258295,0.91872753,[0.77190685 0.96513422 2.158095  ],1.298378689,0.163823856,0.201038549,0.11020833,[0.88647931 0.10837596 1.39011489],0.794990053,0.727,1.046,0.89,0.319,0.155590809,0.174821134,0.07703736,[0.97978437 1.43878955 0.99904398],1.139205963,0.117977528,2,2,0,0,0,0,0,[ 0.06314411 -0.01743289  0.05269833],0.017432891,0.052698333,[0. 0. 0.]
1781,15.596,0.4657,5311,1.38,0.89,4.102,0.062,0,[ 3.00515626  7.8344328  58.01985749],[1.906 3.266 3.539],[-0.065 -0.132 -0.196],[0.129 0.18  0.43 ],[358. 136.  17.],[115.1 246.6  66. ],[134.8 238.2  46.6],[6112.7 3296.9  353. ],3,3.00515626,58.01985749,22.95314885,55.01470123,1.285709599,1.083692862,[1.60699682 6.40575087],4.006373841,0.369370548,0.479264454,0.233689301,[1.13316369 0.46832917],0.800746433,1.906,3.539,2.903666667,1.633,0.714206475,0.245967102,0.120301384,[1.7135362  1.08358849],1.398562344,0.187464126,0,0,3,0,0,0,0,[-0.13100106  1.46858362],0.131001061,0.799792342,[0. 0.]
1805,13.474,0.79155,6136,1.25,1.07,4.287,-0.054,0,[ 4.36273707  6.94135846 31.78199464],[1.548 2.422 2.002],[-0.073 -0.1   -0.089],[0.109 0.12  0.128],[289. 178.  42.],[25.6 43.1 21.6],[39.2 80.6 27.7],[5547.8 3413.8 1449.5],3,4.36273707,31.78199464,14.36203006,27.41925757,0.86242211,0.860789009,[0.59105588 3.57864189],2.084848886,0.726882027,0.484235391,0.236745985,[0.92433776 0.83830685],0.881322305,1.548,2.422,1.990666667,0.874,0.35689899,0.179286164,0.079982554,[1.56459948 0.8265896 ],1.195594539,0.146349632,0,1,2,0,0,0,0,[-0.04536647  0.52621396],0.045366473,0.285790219,[0. 0.]
1831,14.122,2.1688,5239,0.83,0.9,4.487,0.167,0,[ 4.38535684 13.97940951 34.20593543 51.80987798],[1.279 1.684 1.27  2.71 ],[-0.067 -0.095 -0.079 -0.106],[0.1   0.133 0.103 0.159],[234.  76.  27.  17.],[31.6 19.7 15.5 61.3],[21.8 11.7 10.4 46.6],[5513.  919. 1214.  934.],4,4.38535684,51.80987798,26.09514494,47.42452114,1.072407631,0.702738537,[2.18774732 1.44687985 0.51464585],1.383091004,0.225126686,0.234024001,0.135198731,[1.37127354 0.92657282 0.17074863],0.822864995,1.27,2.71,1.73575,1.44,0.58681018,0.338072983,0.135651477,[1.31665364 0.75415677 2.13385827],1.401556224,0.226847184,0,3,1,0,1,0,0.333333333,[ 0.06258244 -0.18437338  0.0097639 ],0.009763897,0.06258244,[0.  0.  1.5]
1832,15.009,2.25684,5530,0.81,0.91,4.535,0.019,0,[ 4.54442859 12.76218266 38.71471336],[2.406 2.065 2.132],[-0.12  -0.128 -0.15 ],[0.152 0.167 0.18 ],[286.  98.  32.],[42.5 17.4 16.2],[45.  20.  18.3],[5082.2 1129.3 1052.6],3,4.54442859,38.71471336,18.67377487,34.17028477,0.930396765,0.779852503,[1.80831405 2.03354954],1.920931796,0.004236203,0.038555418,0.016755824,[1.34099613 1.47525297],1.408124552,2.065,2.406,2.201,0.341,0.147514971,0.067021795,0.028603247,[0.85827099 1.03244552],0.945358255,0.051643192,0,0,3,0,0,1,0.5,[-0.06389532  0.01118318],0.011183181,0.037539249,[0. 3.]
1833,14.394,1.37737,5921,1.01,1.02,4.435,-0.064,1,[3.69298793 5.70939527 7.68434094],[1.845 1.624 2.26 ],[-0.076 -0.092 -0.088],[0.118 0.129 0.165],[287. 177. 132.],[33.9 20.2 28.5],[49.3 29.5 44.4],[4815.3 2935.  2028.3],3,3.69298793,7.68434094,5.695574713,3.99135301,0.318228737,0.286097967,[0.54600973 0.34591153],0.445960631,0.113950353,0.069192132,0.030115889,[0.50559241 0.32726228],0.416427345,1.624,2.26,1.909666667,0.636,0.263641592,0.138056341,0.059236929,[0.8802168  1.39162562],1.135921209,0.111014139,0,2,1,0,1,0,0.5,[0.03067315 0.00943365],0.00943365,0.020053401,[0.         1.33333333]
1835,13.259,4.859,4316,0.54,0.54,4.709,-0.72,1,[2.24828597 4.58034978 6.76690755],[1.749 1.896 1.709],[-0.085 -0.088 -0.082],[0.151 0.146 0.128],[599. 296. 199.],[59.5 49.8 29.7],[44.2 36.  22.3],[9423.7 5476.4 2953.6],3,2.24828597,6.76690755,4.531847767,4.51862158,0.478538693,0.407127161,[1.03726298 0.4773779 ],0.757320442,0.260757516,0.159300793,0.070000632,[0.107773   0.28432943],0.196051215,1.709,1.896,1.784666667,0.187,0.080400387,0.045050646,0.01933541,[1.08404803 0.90137131],0.992709668,0.034927157,0,3,0,0,1,0,0.5,[ 0.01863149 -0.0150814 ],0.015081398,0.016856445,[2. 0.]
1843,15.943,2.29141,4800,0.78,0.77,4.541,0.106,0,[0.17689174 4.19450203 6.35581289],[0.684 1.387 0.728],[-0.041 -0.063 -0.064],[0.072 0.08  0.083],[5817.  234.  152.],[32.9 45.   9.2],[ 0.  40.   9.9],[22673.8  4167.4  2348.3],3,0.17689174,6.35581289,3.575735553,6.17892115,1.55546355,0.715991983,[22.71225491  0.51527234],11.61376362,0.998484876,0.879871513,0.679042607,[0.13208728 0.17783609],0.154961685,0.684,1.387,0.933,0.703,0.321528641,0.34461805,0.140758779,[2.02777778 0.52487383],1.276325803,0.251161129,2,1,0,0,1,0,0.5,[6.90408497 0.01018156],0.010181557,3.457133263,[0.  1.5]
1860,14.028,1.5256,5715,0.99,1.02,4.419,0.116,0,[ 3.07644041  6.3194466  12.20950873 24.84327724],[1.468 2.397 2.301 1.482],[-0.065 -0.099 -0.099 -0.1  ],[0.101 0.149 0.177 0.141],[358. 182.  94.  47.],[29.3 61.  45.5 14.2],[22.4 45.6 32.   8.8],[8404.5 5233.9 3300.1 1869.9],4,3.07644041,24.84327724,11.61216825,21.76683683,0.907160379,0.715714391,[1.05414237 0.93205347 1.03474831],1.006981383,0.002582155,0.020277368,0.011696297,[0.15408461 0.21869946 0.10074423],0.157842768,1.468,2.397,1.912,0.929,0.438344043,0.229259437,0.10188172,[1.63283379 0.95994994 0.6440678 ],1.078950507,0.157165272,0,2,2,0,2,0,0.666666667,[ 0.02707119 -0.03397327  0.01737415],0.017374154,0.027071186,[2. 0. 2.]
1867,15.018,3.7775,3972,0.6,0.59,4.647,0.135,0,[ 2.54956563  5.21229969 13.96953338],[1.337 1.245 2.003],[-0.056 -0.057 -0.107],[0.081 0.082 0.16 ],[498. 251.  95.],[43.5 29.3 37. ],[35.1 22.2 27.2],[7804.1 4700.6 1382.9],3,2.54956563,13.96953338,7.243799567,11.41996775,0.738715704,0.673467964,[1.04438734 1.6801094 ],1.362248367,0.081325158,0.134558683,0.058928396,[0.12750252 1.21440199],0.670952251,1.245,2.003,1.528333333,0.758,0.337734939,0.220982512,0.091471787,[0.93118923 1.60883534],1.270012285,0.165321701,0,2,1,0,1,0,0.5,[ 0.02219367 -0.1066302 ],0.022193669,0.064411935,[2. 0.]
