KOI,kepmag,rhostar,mstar,logg,[M/H],TTVperiod,radius,radius_em,radius_ep,nTT,SNR,MES,chisqwttv,n,minper,maxper,meanper,perrange,lograngep,normstdp,meandpp,gapc,gini,qdisp,meanzeta,minrad,maxrad,meanrad,radrange,stdr,normstdr,qdispr,gini_r,subearth,supearth,subnep,nepplus,
41,11.197,0.43884,1.1,4.103,0.098,[ 6.88707653 12.81590514 35.333574  ],[1.27  2.269 1.528],[-0.054 -0.068 -0.064],[0.081 0.128 0.106],[198. 101.  39.],[ 38.2 106.7  28.8],[27.5 68.6 18. ],[6359.2 5592.3 1934.7],3,6.88707653,35.333574,18.345518556666665,28.446497469999997,0.710152659710835,0.6679449216830274,1.3089362647074716,0.18100667823453048,0.19406052079874386,0.08576797635833895,0.8887144900456984,1.27,2.269,1.689,0.9990000000000001,0.42343122227818775,0.25069936191722186,0.10592787003304842,0.19715808170515098,0,2,1,0,
70,12.498,1.91702,0.94,4.452,0.103,[ 3.6961217   6.09854476 10.85409146 19.57772139 77.6113425 ],[1.71  0.807 2.815 0.868 2.503],[-0.049 -0.038 -0.084 -0.044 -0.088],[0.073 0.057 0.099 0.057 0.124],[360. 219. 119.  66.  15.],[130.   24.8 252.8  17.2 100.5],[108.2  16.5 203.2  12.2  75.4],[7801.5 5525.4 4041.4 2093.1  936.3],5,3.6961217,77.6113425,23.567564362000002,73.9152208,1.3221789332701106,1.169489130689718,1.2994388031733415,0.24413476244638616,0.25248135129732907,0.15829291321342212,0.994108439235132,0.807,2.815,1.7406,2.008,0.8209220669466742,0.47163165974185584,0.23293291613180542,0.32465816385154544,2,1,2,0,
82,11.492,2.84227,0.8,4.571,0.102,[ 5.28689179  7.07134469 10.31172605 16.14567465 22.4100071  27.45362377],[0.461 0.575 1.177 2.175 0.601 0.833],[-0.029 -0.031 -0.038 -0.072 -0.042 -0.037],[0.037 0.05  0.08  0.101 0.056 0.058],[254. 180. 120.  82.  59.  50.],[ 15.8  22.4  81.6 242.7  11.9  27.5],[ 13.9  19.8  65.3 210.3   8.5  21.4],[5492.5 4730.1 3622.  2802.5 1138.3 1425.7],6,5.28689179,27.45362377,14.779878008333332,22.16673198,0.7153992561983636,0.5456361604849318,0.39491461325864236,0.05631761104413819,0.05750263980014858,0.03579651972130054,0.790686444840265,0.461,2.175,0.9703333333333334,1.7139999999999997,0.5866443177561301,0.6045801969317727,0.23583180865098577,0.3644108553761593,4,1,1,0,
85,11.018,0.58657,1.25,4.219,0.122,[2.15490986 5.8599363  8.13120523],[1.46  2.619 1.539],[-0.045 -0.075 -0.056],[0.067 0.075 0.088],[625. 230. 164.],[ 83.  186.4  55.3],[ 61.7 149.3  41.2],[15560.3  7729.6  5213.2],3,2.15490986,8.13120523,5.382017130000001,5.976295370000001,0.5767258143948264,0.4576546763910685,1.0534672473785283,0.6764413932494248,0.3242683711506174,0.14807929129902478,1.2575318337365782,1.46,2.619,1.8726666666666667,1.1590000000000003,0.5287219391030498,0.282336386135484,0.11571694613900678,0.20630117479530086,0,2,1,0,
94,12.205,0.66796,1.18,4.243,0.064,[ 3.74315826 10.42367242 22.34295404 54.32005919],[ 1.596  3.859 10.242  6.105],[-0.058 -0.106 -0.231 -0.157],[0.082 0.106 0.294 0.157],[170.  60.  30.  12.],[  49.7  204.4 1120.6  291.3],[ 31.5 136.5 703.  162.1],[5480. 2655. 1650.  856.],4,3.74315826,54.32005919,22.7074609775,50.57690093,1.1617220451144086,0.855644896130553,1.4531342492370773,0.02465244729353617,0.0871326994926329,0.046479735664478425,0.86645100597416,1.596,10.242,5.4505,8.646,3.1928390579545347,0.5857882869378103,0.3100326417838373,0.4309084793444027,0,1,1,2,
111,12.596,1.02446,0.82,4.385,-0.409,[11.42754491 23.66832881 51.75535987],[2.375 2.265 2.63 ],[-0.07  -0.079 -0.081],[0.06  0.079 0.113],[117.  54.  25.],[165.5 112.8 116.9],[148.1  99.4  99.9],[4665. 2307. 1478.],3,11.42754491,51.75535987,28.950411196666664,40.32781496,0.6560023959747794,0.5831388699518943,1.12892871043107,0.0042180007572736305,0.0271328515951203,0.011787625538758976,0.3356379568350805,2.265,2.63,2.4233333333333333,0.36499999999999977,0.1528797639395816,0.06308656008510934,0.027086013841876994,0.05020632737276475,0,0,3,0,
115,12.791,1.29936,0.99,4.394,-0.081,[3.43589876 5.41220432 7.1259213 ],[0.517 2.522 1.431],[-0.051 -0.083 -0.053],[0.051 0.113 0.077],[373. 246. 179.],[  8.7 166.7  47.1],[  7.4 163.5  39.8],[10834.2  6308.   4640.2],3,3.43589876,7.1259213,5.324674793333333,3.6900225399999997,0.31680066290875986,0.2831565036123402,0.4459162800701236,0.18882909861209562,0.0894082937591217,0.03897248156778894,0.6294309369810919,0.517,2.522,1.49,2.005,0.8196003090938085,0.5500673215394688,0.2965733049576836,0.4485458612975391,1,1,1,0,
116,12.882,1.23112,0.96,4.372,-0.08,[ 6.16489698 13.57077256 23.98008894 43.84443349],[0.795 2.384 1.078 2.622],[-0.057 -0.088 -0.06  -0.107],[0.062 0.103 0.072 0.225],[208. 102.  55.  31.],[14.4 88.4 17.1 83.7],[11.6 76.8 10.9 65.6],[6246.6 2840.4 2653.5 1297.6],4,6.16489698,43.84443349,21.8900479925,37.67953651,0.8519886393596967,0.6472045874615153,0.9322350456896559,0.037296481653800014,0.07491466166155696,0.04198418552926237,0.6784734250572174,0.795,2.622,1.71975,1.827,0.7940857557594141,0.4617448790576619,0.2275448624942875,0.3288753210253428,1,1,2,0,
117,12.487,0.56932,1.22,4.12,0.302,[ 3.18002806  4.90143997  7.95826316 14.74916437],[1.585 1.712 1.019 2.996],[-0.062 -0.065 -0.055 -0.101],[0.093 0.115 0.072 0.156],[342. 219. 133.  69.],[ 50.4  50.6  14.7 107.4],[35.  33.2 10.2 66.2],[8154.8 5300.5 3638.1 3656.7],4,3.18002806,14.74916437,7.69722389,11.569136310000001,0.6663364634451228,0.5737694072955095,0.6727641326585272,0.03935507035672554,0.06217149865158693,0.0337254147364968,0.7211213842664236,1.019,2.996,1.8279999999999998,1.977,0.7230508280888696,0.39554202849500525,0.1696334018203569,0.2761670313639679,0,3,1,0,
137,13.96,0.5075,1.33,4.184,-0.173,[ 3.5047162   7.64156004 14.85892272],[1.589 4.212 5.077],[-0.06  -0.101 -0.127],[0.078 0.132 0.162],[387. 180.  93.],[ 67.5 437.5 456.8],[ 50.8 366.3 399.4],[6353. 5153. 2870.],3,3.5047162,14.85892272,8.668399653333333,11.354206520000002,0.6273344679429678,0.541260032220248,1.0624264892952917,0.02044780056272066,0.05718427754399676,0.024872111183603204,0.31736834007790304,1.589,5.077,3.626,3.488,1.4830336026761723,0.4089998904236548,0.22655607824232307,0.320647177790035,0,1,0,2,
148,13.04,2.15706,0.92,4.473,0.242,[ 4.77800429  9.67394317 42.89631119],[1.795 2.537 1.943],[-0.063 -0.079 -0.069],[0.074 0.094 0.104],[285. 141.  33.],[115.1 178.   66.8],[ 83.9 134.1  44.1],[6756. 4068. 1530.],3,4.77800429,42.89631119,19.116086216666666,38.1183069,0.9531734118749031,0.8858264277868035,2.229447215551504,0.37788470803029134,0.373055919910118,0.17331215254098167,0.47291384245187373,1.795,2.537,2.091666666666667,0.742,0.32064241072502486,0.15329517644224294,0.0644594807081897,0.11824701195219123,0,1,2,0,
152,13.914,0.8272,1.24,4.305,0.057,[13.48455808 27.40222239 52.0908098  81.0636284 ],[3.399 3.64  7.102 2.908],[-0.121 -0.126 -0.208 -0.15 ],[0.133 0.126 0.227 0.21 ],[94. 52. 26. 16.],[ 80.8  79.2 243.5  19.4],[ 58.8  49.8 143.4  12.8],[4143. 2772. 1785.  492.],4,13.48455808,81.0636284,43.5103046675,67.57907032,0.7789893206263208,0.5909924472140753,0.8297624056300016,0.061057369926952876,0.08669985502689806,0.04931664391326037,0.3431137326005711,2.908,7.102,4.26225,4.194000000000001,1.66061500279264,0.38960994845272806,0.1509122769320726,0.250708741470663,0,0,3,1,
156,13.738,2.67515,0.73,4.578,0.215,[ 5.18856562  8.04132617 11.77613082],[1.359 1.742 2.713],[-0.038 -0.052 -0.063],[0.055 0.073 0.105],[256. 161. 115.],[ 56.3  77.5 163.5],[ 42.2  59.5 137.9],[5104. 3674. 2903.],3,5.18856562,11.77613082,8.335340870000001,6.5875652,0.355955307914651,0.32360836798496234,0.507134066363107,0.015568958229749373,0.028320462925719384,0.012303944290931608,0.5014357225590722,1.359,2.713,1.938,1.354,0.5698777646712203,0.29405457413375663,0.12549322074895375,0.23288613691090473,0,2,1,0,
157,13.752,0.33685,1.25,4.056,0.023,[ 10.30403028  13.0249172   22.68714058  31.99551734  46.68586636 118.3785683 ],[1.929 3.009 3.374 4.031 2.638 3.575],[-0.067 -0.083 -0.113 -0.138 -0.096 -0.123],[0.089 0.129 0.113 0.193 0.113 0.112],[132. 100.  58.  41.  30.  12.],[ 53.8 119.3 122.7 128.   59.   83.1],[ 41.   94.9  94.  102.3  40.5  57.5],[4569. 3753. 2675. 1504. 1612.  843.],6,10.30403028,118.3785683,40.51267334333334,108.07453802,1.060265956941878,0.9102671581271402,0.6821915469106333,0.21309621347056354,0.17088974689503955,0.1068365248078722,0.9150582115364412,1.929,4.031,3.0926666666666667,2.1019999999999994,0.6782459403163099,0.21930780566382083,0.10453960692310776,0.14751023927570595,0,0,5,1,
168,13.376,0.36092,1.95,4.141,0.496,[ 7.10694344 10.74246051 15.27444881],[1.715 3.031 2.15 ],[-0.07  -0.091 -0.084],[0.084 0.098 0.103],[189. 126.  90.],[33.8 95.3 40.3],[21.7 64.2 31.1],[7921. 6516. 4469.],3,7.10694344,15.27444881,11.041284253333336,8.16750537,0.3322826881927924,0.3025969089965645,0.46671029111309975,0.020791867429300337,0.030567796807507833,0.013281114035628707,0.6232487104965143,1.715,3.031,2.298666666666667,1.316,0.5474427418055294,0.23815664521702262,0.10239211673741652,0.1908352668213457,0,1,2,0,
191,14.991,1.79424,0.93,4.454,0.1,[ 0.70862073  2.41840732  6.02228169 15.35876634 38.65214986],[ 1.255  2.356  1.297 11.105  2.163],[-0.078 -0.121 -0.114 -0.418 -0.132],[0.14  0.154 0.137 0.453 0.144],[1435.  420.  177.   71.   28.],[ 30.2  68.8  11.8 812.6  24.8],[ 21.1  52.9   0.  695.   13.8],[21114.9  8381.2  2441.4  2470.3  1276.6],5,0.70862073,38.65214986,12.632045188000001,37.94352913,1.7367598016539905,1.1052666591966316,1.742491003221624,0.020569406192230407,0.08513131619835153,0.05736918513325321,1.0792528224509155,1.255,11.105,3.6351999999999998,9.850000000000001,3.7612276931874256,1.0346687096136185,0.38345863416808335,0.5710552376760564,0,2,2,1,
232,14.605,0.28793,1.09,3.99,0.031,[ 5.76616198 12.46600663 21.58716169 37.99502171 56.26000307],[2.387 5.9   2.298 2.526 2.336],[-0.089 -0.195 -0.09  -0.116 -0.091],[0.097 0.195 0.117 0.139 0.137],[237. 108.  63.  36.  25.],[ 65.6 304.5  34.   37.8  29.7],[ 47.7 236.8  22.4  24.7  20.4],[7420. 4565. 2465. 1995. 1558.],5,5.76616198,56.26000307,26.814871016,50.493841090000004,0.9893129133312967,0.6811983259926203,0.7836004868323146,0.06509216942240326,0.09680815906019219,0.058544579045824836,0.6764577003667858,2.298,5.9,3.0894000000000004,3.6020000000000003,1.4074219836282227,0.45556482929637554,0.16149306351166243,0.23933449860814401,0,0,4,1,
238,14.061,0.69333,1.08,4.287,-0.072,[ 17.23237226  26.69546815 362.9982898 ],[3.026 1.542 2.139],[-0.123 -0.106 -0.141],[0.146 0.116 0.183],[75. 48.  4.],[64.1 13.4 13. ],[54.  10.9 11.9],[3004.4 1877.3  402.5],3,17.23237226,362.9982898,135.64204340333333,345.76591754000003,1.323559511098699,1.1855583385312434,6.573447991119599,0.9860505101179786,0.7954503097617559,0.5194238973795634,0.3875570537738624,1.542,3.026,2.2356666666666665,1.4839999999999998,0.6096842534368825,0.27270803046230024,0.12065892270163589,0.22126136871924854,0,1,2,0,
241,14.139,2.63403,0.71,4.613,-0.443,[ 3.41044229 13.82141149 30.95084894],[0.869 2.048 1.285],[-0.064 -0.081 -0.089],[0.135 0.144 0.157],[311.  75.  36.],[22.5 75.3 23.2],[19.2 64.6 20.5],[7690.6 2508.1 1588.1],3,3.41044229,30.95084894,16.060900906666664,27.54040665,0.957861860641109,0.7069524894845239,2.146007439236728,0.2240149585120422,0.28819600125576966,0.1301796319894504,0.7810514859782831,0.869,2.048,1.4006666666666667,1.179,0.4882242198917306,0.34856560201694237,0.1544927703883598,0.280580675868634,1,1,1,0,
245,9.705,2.26554,0.79,4.552,-0.236,[13.36703858 21.30180117 39.79220971],[0.345 0.732 1.937],[-0.053 -0.029 -0.061],[0.031 0.048 0.066],[102.  62.  35.],[  8.8  32.4 179.5],[  0.   29.9 175.6],[2205.6 1865.9 1215.6],3,13.36703858,39.79220971,24.82034982,26.425171130000003,0.47376285520289474,0.44605376904184874,0.7308137580139651,0.06828930326811013,0.07927319588532283,0.03452744974059274,0.7011430006554061,0.345,1.937,1.0046666666666668,1.592,0.6779264135746756,0.6747774521313957,0.32438657025950424,0.5282017252820171,2,0,1,0,
248,15.264,3.56517,0.61,4.635,0.053,[ 2.5765741   7.20386128 10.91276664 18.59617273],[1.811 2.606 2.325 1.777],[-0.071 -0.101 -0.103 -0.087],[0.065 0.092 0.134 0.095],[514. 186. 121.  71.],[ 63.6 101.1  57.4  27.6],[48.3 82.7 42.7 20.6],[8067. 4127. 1823. 1542.],4,2.5765741,18.59617273,9.8223436875,16.019598629999997,0.858380934558037,0.5969643950869276,1.004943839752313,0.26082799261312356,0.21298306528867778,0.11642220989514429,0.9211668424992964,1.777,2.606,2.12975,0.829,0.350346524886433,0.16450124422417325,0.07119514151642507,0.11742379778534257,0,2,2,0,
250,15.473,3.87032,0.59,4.655,-0.068,[ 3.54390988 12.28301501 17.25119579 46.82770316],[1.349 3.176 2.741 2.366],[-0.061 -0.162 -0.156 -0.128],[0.066 0.108 0.144 0.14 ],[355. 108.  73.  29.],[ 38.2 137.2  68.6  32.4],[ 22.3 104.5  53.4  24.2],[5940. 2558. 1393.  555.],4,3.54390988,46.82770316,19.97645596,43.28379328,1.121020187259541,0.8139904120509406,1.5282957072589856,0.3048411065258171,0.2717871012324538,0.1682306109129561,1.2945861712182216,1.349,3.176,2.408,1.8270000000000002,0.6752699460215893,0.28042771844750386,0.14230383844627267,0.2026578073089701,0,1,3,0,
260,10.5,0.56729,1.11,4.303,-0.154,[ 10.4956701   21.86964346 100.2830677 ],[1.459 1.585 2.643],[-0.045 -0.061 -0.075],[0.062 0.095 0.113],[126.  64.  15.],[48.7 43.5 81.9],[50.4 37.5 51.9],[5347.1 2997.7 1362.8],3,10.4956701,100.2830677,44.21612708666667,89.7873976,0.9802174392370362,0.9027546433839001,2.334587049045068,0.3633733412423501,0.37513029136038684,0.17441467852541323,0.5341833316884599,1.459,2.643,1.8956666666666664,1.1839999999999997,0.530942139555296,0.2800820148876188,0.11518713779504697,0.2081941269562159,0,2,1,0,
271,11.485,0.67028,1.25,4.23,0.225,[14.43599649 29.39325463 48.63035512],[1.447 2.522 2.568],[-0.081 -0.093 -0.1  ],[0.097 0.118 0.167],[95. 50. 27.],[22.  69.7 53.9],[24.1 62.  49.8],[2422. 2081. 1593.],3,14.43599649,48.63035512,30.819868746666668,34.194358629999996,0.5274606731947518,0.4541287684797617,0.8452908839577913,0.09346786778511339,0.10340785891191337,0.045130991520713676,0.7603558178187249,1.447,2.568,2.179,1.121,0.5179427252763249,0.23769744161373332,0.1165169644996597,0.17148539085207282,0,1,2,0,
279,11.684,0.45784,1.33,4.22,0.159,[ 7.51430567 15.41313164 28.45491114],[0.975 2.655 6.146],[-0.089 -0.111 -0.184],[0.082 0.141 0.201],[183.  82.  47.],[  9.8  55.2 244.7],[  8.2  43.6 193.5],[7358.4 4191.5 2950.2],3,7.51430567,28.45491114,17.127449483333333,20.94060547,0.578268376221045,0.5041311848600902,0.9486595263794829,0.02035986634482512,0.052606542793942085,0.022875758663230227,0.34576205273757754,0.975,6.146,3.2586666666666666,5.171,2.153775032098034,0.6609375098500514,0.345667898628764,0.5289484451718495,1,0,1,1,
282,11.529,0.89108,0.93,4.354,-0.155,[ 8.45738906 27.50869526 87.51723509],[1.007 2.889 1.333],[-0.042 -0.078 -0.101],[0.064 0.117 0.109],[157.  48.  13.],[ 31.  190.3  12.2],[ 24.5 137.7  10.9],[4571.6 2393.   285.2],3,8.45738906,87.51723509,41.16110647,79.05984603,1.0148572790204358,0.8184627308418869,2.217030812139993,0.0002931609589526919,0.011063569201388242,0.004805116631718721,1.3535100006617733,1.007,2.889,1.743,1.882,0.8212007468741529,0.47114213819515366,0.1987415305780765,0.3599158538917574,0,2,1,0,
283,11.525,1.51463,1.08,4.413,0.178,[ 9.48820239 16.09195471 25.51746034],[0.723 2.04  0.824],[-0.081 -0.077 -0.057],[0.081 0.084 0.068],[144.  82.  52.],[ 8.2 84.9 13.5],[ 9.  98.4 10.6],[2004.8 2305.9 1802. ],3,9.48820239,25.51746034,17.032539146666668,16.02925795,0.4296535085256754,0.3861801691846251,0.640861986698523,0.015047205534696522,0.03360073076685963,0.014600168218567394,1.0942679273457547,0.723,2.04,1.1956666666666667,1.3170000000000002,0.5984559762886119,0.5005207496141164,0.20632062680905025,0.3671591859492613,2,0,1,0,
284,11.818,1.27657,0.93,4.407,-0.193,[  6.1781812    6.41490683  18.01013824 110.2872308 ],[1.056 1.15  1.394 1.264],[-0.086 -0.09  -0.119 -0.126],[0.15  0.169 0.209 0.148],[168. 149.  58.   8.],[43.5 51.1 43.3 16.4],[33.6 39.2 33.8 10. ],[4705.9 4135.  1684.6  335. ],4,6.1781812,110.2872308,35.2226142675,104.1090496,1.2516645905833106,1.237889059853313,2.323160173683203,0.6434262308695279,0.5100870533927852,0.3322037721846503,0.7404266801646614,1.056,1.394,1.216,0.33799999999999986,0.12643575443678892,0.10397677174078036,0.04512202691004846,0.07730263157894735,0,4,0,0,
285,11.054,0.13137,1.76,3.834,0.012,[13.74883666 26.72313369 49.35688702],[3.652 2.47  2.02 ],[-0.109 -0.085 -0.084],[0.193 0.123 0.152],[99. 53. 27.],[167.5  67.4  35. ],[114.9  39.6  20.6],[5004.  3536.7 2274. ],3,13.74883666,49.35688702,29.94295245666667,35.60805036,0.5550818081180446,0.49140567971869,0.8953186767713945,0.005205431577619668,0.02550832353891994,0.011081429231346657,0.36056129315247043,2.02,3.652,2.714,1.6320000000000001,0.6882383308128079,0.2535881837924863,0.10761769640164381,0.20044215180545322,0,0,3,0,
314,12.925,4.8643,0.53,4.707,-0.13,[10.31305565 13.78108283 23.08898942],[0.632 1.48  1.321],[-0.03  -0.043 -0.047],[0.043 0.072 0.062],[127.  99.  56.],[ 22.  112.8  57.4],[ 14.3 112.7  59.5],[2348. 2137.  929.],3,10.31305565,23.08898942,15.7277093,12.77593377,0.3500175634944944,0.34298233480325,0.505843635751499,0.24266344202681017,0.11260678461289982,0.04919091475544729,0.7602379294884626,0.632,1.48,1.1443333333333332,0.848,0.3680437775893273,0.32162287584269794,0.16617824141955573,0.2470142732304107,1,2,0,0,
316,12.701,1.3495,1.08,4.281,0.33,[  7.30570359  15.77108417 157.0658105 ],[1.701 2.426 2.452],[-0.063 -0.082 -0.1  ],[0.098 0.115 0.13 ],[180.  86.   9.],[ 43.6 123.1  50.9],[33.3 89.6 34.2],[2592. 3484.  613.],3,7.30570359,157.0658105,60.047532753333336,149.76010691,1.3324196118643918,1.1439150730065462,5.0589181143201065,0.6598352724053379,0.6437093556263588,0.35175255612427875,0.37291332263994953,1.701,2.452,2.193,0.7509999999999999,0.34805842421447963,0.15871337173482883,0.0740431458667448,0.11415108679130564,0,1,2,0,
339,13.057,0.32893,1.22,4.102,0.333,[ 1.98035832 12.83440399 35.86596567],[6.602 6.626 6.369],[-3.391 -3.31  -3.392],[5.51  5.792 5.276],[535.  87.  30.],[71.9 35.  26.2],[52.9 26.5 18.2],[11582.9  2765.   1673.7],3,1.98035832,35.86596567,16.893575993333332,33.88560735,1.2579387511603968,0.8363161188330979,3.6376834055460394,0.2587378026267253,0.39743247071870597,0.18643836951717047,0.9378008939837874,6.369,6.626,6.532333333333334,0.25700000000000056,0.11590896811243274,0.017743884489324804,0.007754412521812501,0.013114252181456372,0,0,0,3,
343,13.203,1.03668,0.98,4.325,0.047,[ 2.0241437   4.76170798 41.80844303],[1.71  2.453 1.528],[-0.057 -0.072 -0.074],[0.086 0.104 0.096],[659. 277.  31.],[ 88.4 138.5  27.3],[62.4 95.5 14. ],[11590.6  7734.2  1758.9],3,2.0241437,41.80844303,16.198098236666667,39.784299329999996,1.3150226533569347,1.1201130998218685,4.566295684231058,0.5312616458942727,0.5773750383516616,0.29923887111333947,0.5837048968806876,1.528,2.453,1.8970000000000002,0.9249999999999998,0.4001108179825517,0.21091766894177735,0.08816308956336405,0.16253733965911082,0,2,1,0,
351,13.804,0.94954,1.11,4.267,0.092,[  7.00823625   8.71984892  14.44913641  59.73725869  91.9400901  124.9218471  210.7307044  331.5973066 ],[ 1.286  1.513  1.11   2.843  2.623  2.641  7.614 10.777],[-0.071 -0.067 -0.117 -0.102 -0.114 -0.16  -0.194 -0.304],[0.106 0.096 0.117 0.133 0.149 0.516 0.233 0.304],[156. 113.  74.  15.  12.   4.   6.   3.],[ 19.2  22.7   8.3  43.5  34.4  24.4 232.4 355. ],[ 14.8  14.1   0.   29.1  24.9  18.2 101.8 249.1],[   0. 3888. 1938. 1078.  923.  529.  514.  358.],8,7.00823625,331.5973066,106.13805355875002,324.58907035000004,1.675002260714706,1.0114769977982698,0.8848353162172022,0.25831280324696626,0.23861016283496614,0.16407768345922932,0.8405464312608083,1.11,10.777,3.8008749999999996,9.667,3.2721598920858064,0.8608964757025176,0.35882574138897133,0.48540044820506556,0,3,3,2,
353,13.374,0.53826,1.35,4.203,-0.027,[ 11.1619678   30.65267777 152.1058259 ],[ 1.719  2.536 10.659],[-0.121 -0.148 -0.277],[0.143 0.178 0.353],[119.  44.   7.],[ 13.4  17.4 116.3],[ 8.  17.3 82.5],[4477.4 1907.7  576.4],3,11.1619678,152.1058259,64.64015715666666,140.9438581,1.1344050832236154,0.9646840256379318,2.8542038239963565,0.16148282195892363,0.28748669824552003,0.12983331451946678,1.0195519473923509,1.719,10.659,4.971333333333334,8.940000000000001,4.035594655341667,0.8117730968234544,0.3687266806844262,0.5994367708193644,0,1,1,1,
354,13.235,1.685,1.07,4.501,0.07,[ 7.37862208 15.95998603 27.13806099],[1.07  2.186 0.921],[-0.061 -0.137 -0.094],[0.194 0.319 0.164],[179.  81.  48.],[22.3 70.9 10.1],[17.3 55.8  0. ],[4798.3 2968.7 1420.7],3,7.37862208,27.13806099,16.825556366666664,19.75943891,0.5656035470451022,0.48081280513972385,0.9316924185826322,0.10886679466900594,0.11974534181164592,0.052349493910271244,0.8519268241721245,0.921,2.186,1.3923333333333334,1.265,0.564494070434363,0.4054302636588673,0.1670049593746522,0.30284893464208756,1,1,1,0,
377,13.319,0.13459,1.62,4.07,0.158,[ 1.59296118 19.24631307 38.95896893],[1.52  7.853 7.783],[-0.059 -0.185 -0.24 ],[0.077 0.241 0.221],[843.  67.  36.],[ 50.9 577.1 370.7],[  0.  135.7   0. ],[   0. 1800.  815.],3,1.59296118,38.95896893,19.932747726666665,37.366007749999994,1.3884022622223111,0.7656911718958589,6.053164114813008,0.7772639926696305,0.7130039500968306,0.4174574779482369,0.1708389696150701,1.52,7.853,5.718666666666667,6.333,2.9690432054039824,0.5191845194807617,0.3502537336992578,0.36914199114012597,0,1,0,2,
398,14.882,0.30503,1.11,4.009,0.034,[ 1.72937069  4.18004467 51.84690672],[1.819 3.448 8.619],[-0.083 -0.117 -0.244],[0.129 0.164 0.244],[777. 321.  26.],[ 44.7 123.9 257.2],[ 36.4 102.8 188.1],[12271.4  5595.5  1110.5],3,1.72937069,51.84690672,19.25210736,50.11753603,1.4768347565835964,1.198295222543193,6.410261845116466,0.6246714299704764,0.6738185383504945,0.37866034514260744,0.573032135279921,1.819,8.619,4.628666666666667,6.8,2.8989055789307034,0.6262938741748603,0.2908528946395077,0.48970185798646115,0,1,1,1,
401,14.915,0.42504,1.28,4.127,-0.011,[ 29.19898262  55.32888438 160.0193541 ],[4.353 1.757 3.829],[-0.151 -0.11  -0.16 ],[0.227 0.17  0.481],[48. 22.  7.],[170.9  21.8  49.6],[150.7  16.5  47. ],[2118.7 1260.7  346.8],3,29.19898262,160.0193541,81.51574036666666,130.82037147999998,0.7388047935049111,0.6934382869789709,1.3935197018083951,0.19290101852234984,0.20832453249767421,0.0923223055005967,0.8834325260480842,1.757,4.353,3.313,2.596,1.1208615733741016,0.3383222376619685,0.17690165366255806,0.26119327900191164,0,1,1,1,
408,15.0,1.96013,0.96,4.495,0.108,[  3.42804548   7.38198936  12.56091384  30.82609632 637.2480608 ],[1.16  3.27  2.627 2.334 3.593],[-0.074 -0.137 -0.124 -0.127 -0.157],[0.081 0.137 0.174 0.212 0.145],[374. 181.  99.  42.   2.],[ 16.5 101.6  55.1  32.3  28.5],[15.8 87.6 44.6 25.8  0. ],[8195.5 4853.9 3362.7 1248.5    0. ],5,3.42804548,637.2480608,138.28902116,633.8200153199999,2.2692619474587485,1.8053190240520927,5.7453644942559725,0.5739159507975423,0.7068199914569868,0.5082012349287341,0.691149048736808,1.16,3.593,2.5968,2.433,0.8461657993561309,0.3258494298198286,0.17582200862182795,0.2234288354898336,0,1,4,0,
416,14.519,0.77521,1.01,4.268,0.028,[ 4.11955211  9.74756597 18.20795268 31.53403359 88.25536892],[0.525 0.77  2.961 0.79  2.495],[-0.057 -0.065 -0.1   -0.069 -0.119],[0.057 0.077 0.13  0.097 0.224],[330. 137.  74.  41.  16.],[  7.9  11.6 157.3   8.6  54.2],[  0.    9.2 148.2   7.2  52.3],[5999.1 3113.9 2420.6 1738.8  627.4],5,4.11955211,88.25536892,30.372894654,84.13581681,1.330891133891439,1.0001943864193954,1.1911840739237949,0.07204856431611989,0.14066888434930372,0.08314231642377347,0.9229217317613311,0.525,2.961,1.5082,2.436,1.011121634621671,0.6704161481379598,0.31867805800085003,0.437408831719931,3,0,2,0,
427,14.621,2.27584,0.91,4.52,0.128,[ 24.61485437  42.94955401 117.0424474 ],[3.432 2.495 2.249],[-0.152 -0.103 -0.127],[0.166 0.155 0.153],[53. 31. 11.],[68.4 40.7 21.9],[53.9 27.6 13.2],[1309. 1175.  522.],3,24.61485437,117.0424474,61.53561859333333,92.42759303,0.6771461237873693,0.6493249521927575,1.234988800846653,0.25133671363427895,0.21929666158705763,0.09740143347750402,1.1442849897888425,2.249,3.432,2.7253333333333334,1.1829999999999998,0.5096811639533962,0.1870160826639174,0.07843636914491786,0.14469178082191778,0,0,3,0,
435,14.497,0.80985,0.9,4.262,0.243,[ 3.93278092  9.91939956 20.5498169  33.04053863 62.30263211],[1.624 1.436 4.198 2.527 3.092],[-0.089 -0.076 -0.165 -0.123 -0.138],[0.125 0.11  0.232 0.177 0.163],[341. 136.  68.  38.  22.],[ 30.6  18.8 123.1  27.5  45. ],[24.8 14.6 93.7 21.2 33.3],[8603.5 4908.9 3087.7 1161.  1344.2],5,3.93278092,62.30263211,25.949033624,58.36985119,1.1998066405410492,0.7977621841013032,1.0218458909730392,0.06491732127965226,0.12073391880336698,0.07098321265237229,0.6704057483973132,1.436,4.198,2.5754,2.7620000000000005,1.0104893072170533,0.3923620824792472,0.1765568356545661,0.27149180709792653,0,2,2,1,
