KOI,kepmag,rhostar,mstar,logg,[M/H],TTVperiod,radius,radius_em,radius_ep,nTT,SNR,MES,chisqwttv,n,minper,maxper,meanper,perrange,lograngep,normstdp,meandpp,gapc,gini,qdisp,meanzeta,minrad,maxrad,meanrad,radrange,stdr,normstdr,qdispr,gini_r,subearth,supearth,subnep,nepplus,
442,14.002,1.12389,0.95,4.359,-0.034,[ 1.73234167  7.0257493  13.54053864],[1.459 1.491 2.314],[-0.064 -0.079 -0.099],[0.089 0.095 0.135],[769. 179.  99.],[41.2 21.2 53.3],[33.5 15.9 42.2],[12690.8  3825.9  3531.3],3,1.73234167,13.54053864,7.432876536666666,11.80819697,0.8930023887496288,0.649716764745126,1.9914552158867116,0.3866987497511804,0.35574056630984746,0.16420784770809801,0.6085421346292214,1.459,2.314,1.7546666666666668,0.855,0.39572409018854987,0.22552664714393036,0.09285064677881599,0.1624240121580547,0,2,1,0,
474,14.282,1.40347,1.04,4.381,0.003,[ 5.03505983 10.94578822 28.98692645],[1.282 2.373 2.235],[-0.082 -0.093 -0.094],[0.114 0.12  0.113],[266. 118.  48.],[16.6 52.5 31.5],[14.3 44.6 24.7],[3669.5 3290.  1485.9],3,5.03505983,28.98692645,14.989258166666666,23.951866619999997,0.7601975330583539,0.6796697119159298,1.411070366685121,0.041182976251202895,0.09836134964743071,0.04290832661738044,0.8121544208141454,1.282,2.373,1.9633333333333336,1.0910000000000002,0.48505830119229537,0.24705855748334227,0.12138913519419911,0.18522920203735146,0,1,2,0,
481,14.917,1.65725,0.92,4.475,-0.026,[ 1.55400115  7.6502455  34.25955548],[1.66  2.412 2.522],[-0.057 -0.09  -0.1  ],[0.074 0.098 0.13 ],[862. 178.  38.],[82.1 98.8 66.1],[55.1 68.7 43.8],[13663.  4226.  1419.],3,1.55400115,34.25955548,14.487934043333334,32.705554330000005,1.343330387812528,0.9801564175757259,3.7005819056655005,0.003061170866937516,0.04730315477671758,0.020564596100219334,0.8136207289668348,1.66,2.522,2.198,0.8619999999999999,0.38306483350298115,0.17427881415058288,0.08176928417016867,0.13072490142553833,0,1,2,0,
490,14.367,0.47957,1.26,4.159,-0.055,[ 4.39316065  7.40609383 21.80364252],[1.531 1.481 1.139],[-0.073 -0.077 -0.072],[0.11  0.161 0.108],[300. 172.  60.],[63.  49.6 18.5],[50.  38.8 15. ],[6358.9 4563.5 1748. ],3,4.39316065,21.80364252,11.200965666666667,17.41048187,0.6957519680457152,0.6782858132340366,1.3149186971912787,0.36064882620520555,0.2717568934174363,0.12220476877982779,1.4155519275938393,1.139,1.531,1.3836666666666666,0.3919999999999999,0.1742054980635099,0.12590134767297753,0.05757387190906157,0.09443507588532882,0,3,0,0,
500,14.804,3.18267,0.73,4.597,0.054,[ 0.98678597  3.07215234  4.64539336  7.05352865  9.52164568 14.64538173],[1.414 1.573 1.607 2.596 2.606 1.235],[-0.05  -0.059 -0.064 -0.108 -0.095 -0.085],[0.066 0.07  0.079 0.119 0.117 0.103],[1079.  348.  234.  152.  113.   76.],[51.4 44.9 40.4 92.3 79.2 13.2],[26.2 29.7 22.8 68.1 57.2  0. ],[12778.  5903.  4319.  3256.  2487.  1320.],6,0.98678597,14.64538173,6.654147954999999,13.65859576,1.1714777298784715,0.6755087274666393,0.8063615693124477,0.26422780524690104,0.19668129783914112,0.13298148388318173,0.5251208243837616,1.235,2.606,1.8384999999999998,1.3709999999999998,0.5524728500116544,0.3005019581243701,0.12666882708341473,0.18919408938446192,0,4,2,0,
505,14.731,0.96069,0.94,4.319,0.029,[ 3.25056897  6.19544791  8.34818212 13.76710208 87.0911645 ],[1.06  1.237 1.225 1.876 2.403],[-0.057 -0.068 -0.087 -0.087 -0.11 ],[0.086 0.11  0.136 0.113 0.219],[315. 152. 122.  77.  12.],[24.  27.1 22.1 41.6 41.8],[20.3 18.1 20.  35.3 31.2],[6228.3 4405.3 2936.4 1939.5  670.9],5,3.25056897,87.0911645,23.730493116,83.84059553,1.4280147123047204,1.3428496899347797,1.8071441754141415,0.5309001409185301,0.45100810140791636,0.27737885635562093,0.6547913771045185,1.06,2.403,1.5602,1.343,0.5053827856189801,0.32392179567938734,0.13488595097997877,0.2138828355339059,0,4,1,0,
509,14.883,1.80857,0.98,4.468,0.162,[ 4.16696215 11.46349762 39.60630445],[2.714 2.99  2.211],[-0.118 -0.147 -0.129],[0.118 0.16  0.172],[318. 118.  32.],[80.  56.5 25.8],[57.9 39.5 13.2],[7568. 2776. 1430.],3,4.16696215,39.60630445,18.41225474,35.43934230000001,0.9779447659057104,0.8298620005932893,2.10301868607483,0.03322494454544117,0.11342965864642394,0.049554642301120534,1.2543680456072503,2.211,2.99,2.6383333333333336,0.7790000000000004,0.32249478893292055,0.12223428512934448,0.0547508694007126,0.0984207201516109,0,0,3,0,
510,14.532,1.36375,1.08,4.324,0.364,[ 2.94030314  6.38898868 14.62708988 35.11862043],[2.272 2.427 2.076 2.399],[-0.108 -0.12  -0.119 -0.142],[0.118 0.168 0.173 0.181],[336. 160.  69.  30.],[51.8 45.8 22.7 20.4],[38.7 32.1 16.  14.5],[8428.7 4986.4 2373.6  890.3],4,2.94030314,35.11862043,14.7687505325,32.17831729,1.0771453394087824,0.8458871540184946,1.2877510823646456,0.004193094998498081,0.03322458606642956,0.017703428375956735,0.6580604787037356,2.076,2.427,2.2935,0.351,0.13849277959518325,0.06038490499026957,0.02680653092553275,0.042874791076229934,0,0,4,0,
518,14.287,2.79888,0.68,4.581,-0.338,[ 13.98179504  44.00029983 247.3546796 ],[2.205 1.69  2.483],[-0.065 -0.057 -0.076],[0.101 0.088 0.201],[92. 27.  5.],[95.6 43.2 49. ],[86.6 34.2 42. ],[2386.8 1081.2  305.9],3,13.98179504,247.3546796,101.77892482333334,233.37288456,1.2477571995241334,1.01852650399175,3.384314846016519,0.1293824295987835,0.28222063271099923,0.12726853185377315,1.0232175825216037,1.69,2.483,2.126,0.7930000000000001,0.32852498636582683,0.15452727486633436,0.07007392485155306,0.12433364691125746,0,1,2,0,
520,14.55,2.44879,0.86,4.538,0.124,[ 5.43312253 12.75933213 25.75279012 51.16575644],[1.403 2.303 2.104 1.251],[-0.063 -0.09  -0.092 -0.088],[0.127 0.117 0.153 0.14 ],[244. 102.  51.  27.],[33.1 70.4 36.7 12.2],[23.6 50.4 28.7 10.2],[4804. 3180. 1109.  843.],4,5.43312253,51.16575644,23.777750305,45.732633910000004,0.9739298996356454,0.7320467704538711,1.117862740940181,0.017490663626901673,0.056917453577262925,0.03276583468738975,0.28979006321504963,1.251,2.303,1.76525,1.052,0.44710310611759346,0.25328033203092676,0.11342897153782072,0.18207996978709343,0,2,2,0,
528,14.977,1.15812,0.89,4.364,0.039,[ 9.57666496 20.55273599 96.67842374],[2.394 2.369 2.713],[-0.092 -0.1   -0.118],[0.111 0.144 0.15 ],[143.  62.  15.],[82.6 42.4 44.7],[66.1 33.8 37.8],[3975. 1282.  731.],3,9.57666496,96.67842374,42.269274896666666,87.10175878,1.004115267112558,0.9163428563952394,2.4250232782703622,0.34471712410197314,0.3733979344941767,0.17349375399386197,0.5962204862045806,2.369,2.713,2.492,0.34399999999999986,0.15660353337861393,0.06284250938146627,0.0267618066042517,0.04601391118245049,0,0,3,0,
542,14.35,1.45005,0.89,4.429,0.028,[ 7.55531428 13.81743544 41.8852866 ],[0.894 1.416 2.492],[-0.077 -0.08  -0.123],[0.098 0.109 0.246],[171.  98.  33.],[ 9.2 20.4 47. ],[ 0.  17.7 39. ],[3707.  3205.5 1508.7],3,7.55531428,41.8852866,21.08601210666667,34.32997232,0.7438089569579551,0.7079502040063436,1.4300862064983066,0.2664836797147397,0.24741903545745386,0.11058363312490985,1.0481959440165631,0.894,2.492,1.6006666666666665,1.5979999999999999,0.6653206411615046,0.415652212304147,0.18599613037470317,0.33277800916284883,1,1,1,0,
547,14.773,2.09161,0.89,4.537,0.166,[ 7.34671695 12.38603302 25.30293703],[0.9   1.026 3.794],[-0.086 -0.092 -0.124],[0.115 0.111 0.168],[182. 109.  56.],[  8.4   9.  117.6],[  9.4   8.  104.1],[3701.1 2416.1 2072.7],3,7.34671695,25.30293703,15.011895666666666,17.956220079999998,0.5370776267655663,0.5037398984463426,0.8643940364986444,0.07746284479254993,0.09572355055939173,0.04174776897384101,0.7484680556157507,0.9,3.794,1.906666666666667,2.894,1.335537178649683,0.7004565622288547,0.29889882348428537,0.5059440559440558,1,1,1,0,
564,14.3,1.00255,0.98,4.337,0.009,[  6.21712927  21.0861997  127.9089824 ],[2.257 4.323 9.763],[-0.161 -0.305 -0.591],[0.209 0.406 0.827],[216.  60.  10.],[ 25.   55.7 171. ],[ 17.1  30.  136.7],[7962. 3506. 1116.],3,6.21712927,127.9089824,51.737437123333336,121.69185313,1.3133111462976443,1.0476437342840346,3.7288170564122733,0.11761054679024045,0.28277419783661134,0.1275376159579129,0.9232787465608192,2.257,9.763,5.447666666666667,7.506,3.1658243090158296,0.581133997861316,0.2712478496822733,0.45927920210487677,0,0,1,2,
566,14.718,1.23458,1.07,4.411,-0.079,[14.15716646 25.85495982 42.06694616],[1.228 2.668 1.455],[-0.106 -0.118 -0.132],[0.116 0.154 0.132],[67. 35. 24.],[ 9.3 31.7  9.8],[ 8.3 26.6  8.4],[1845.  1150.7  979.1],3,14.15716646,42.06694616,27.359690813333334,27.9097797,0.4729646471279041,0.4182683044295873,0.7266582660368242,0.03649063352690627,0.057696668882512625,0.025095652812598183,0.92315594923981,1.228,2.668,1.7836666666666667,1.4400000000000002,0.6321478378424535,0.35440917838298647,0.1468391051335341,0.2691085778359185,0,2,1,0,
567,14.338,2.2413,0.87,4.53,-0.14,[10.68759102 20.30308048 29.02256398],[2.304 1.912 2.088],[-0.084 -0.07  -0.088],[0.127 0.105 0.114],[128.  63.  46.],[78.9 44.7 41.4],[66.  37.9 32.8],[3689.4 2460.2 1492.6],3,10.68759102,29.02256398,20.004411826666665,18.33497296,0.4338559508814108,0.37432743045093136,0.6645766472164134,0.249260489125651,0.14124348748495716,0.061908972882658536,0.6599552748199028,1.912,2.304,2.1013333333333333,0.3919999999999999,0.16031080922868407,0.076290042462889,0.03310701581165513,0.062182741116751254,0,0,3,0,
571,14.625,4.88738,0.54,4.709,-0.211,[  3.88677804   7.26730367  13.34299753  22.40768305 129.9445093 ],[1.181 1.393 1.538 1.399 1.21 ],[-0.049 -0.053 -0.061 -0.056 -0.078],[0.059 0.064 0.08  0.068 0.085],[333. 173.  99.  57.  10.],[41.8 47.8 47.1 33.9 13.1],[34.2 38.  36.2 23.6  7.7],[5729.8 3483.3 2275.5 1703.3  381.7],5,3.88677804,129.9445093,35.369854318,126.05773126,1.5241681931291393,1.348727749869496,1.7960613995919612,0.35973493120516853,0.36935756189175534,0.23092200336254715,0.7696731399004875,1.181,1.538,1.3442,0.357,0.1323531639213812,0.09846240434561909,0.04291600099337874,0.06717750334771612,0,5,0,0,
582,14.808,2.56542,0.86,4.555,0.12,[ 5.9450441   9.93957896 17.73852352],[2.116 1.304 1.836],[-0.1   -0.082 -0.109],[0.151 0.115 0.153],[225. 133.  69.],[67.6 21.5 29.7],[58.7 18.7 27. ],[5188.7 3292.3 1587.8],3,5.9450441,17.73852352,11.207715526666666,11.79347942,0.47476238761772716,0.43697216154684304,0.7282726755002454,0.011617522096838515,0.03261211578950748,0.014170170378146729,1.1441578611081296,1.304,2.116,1.752,0.812,0.33677687964981606,0.19222424637546578,0.0886648493574084,0.15449010654490106,0,2,1,0,
584,14.129,1.55661,1.03,4.357,0.289,[ 6.47031853  9.92671257 21.22354847],[1.057 2.62  2.364],[-0.059 -0.096 -0.107],[0.085 0.144 0.203],[207. 131.  63.],[18.3 97.3 60.2],[14.9 76.8 47. ],[5048.8 4379.3 1801.7],3,6.47031853,21.22354847,12.540193190000002,14.75322994,0.5158923362192631,0.5023937146052864,0.8361080642799749,0.24064675912666803,0.16443248417544845,0.07231175981634781,0.3739479010105304,1.057,2.62,2.013666666666667,1.5630000000000002,0.6844912141307748,0.33992280125679925,0.1791379216506393,0.2587319980135739,0,1,2,0,
593,14.949,22.04172,0.21,5.006,-0.314,[  9.99759192  51.0671184   90.41218604 240.1996788 ],[2.396 2.299 3.401 2.329],[-0.303 -0.285 -0.429 -0.301],[0.757 0.799 1.072 0.753],[133.  26.  14.   5.],[39.  18.7 35.4 12. ],[35.7 15.2 23.  11.1],[3955.9  964.8  877.1  394.8],4,9.99759192,240.1996788,97.91914378999999,230.20208688,1.3806770164993343,0.8877456336842919,2.1783725975540813,0.270350522315822,0.35002020848149024,0.1941576617450896,0.937757221149273,2.299,3.401,2.60625,1.1019999999999999,0.4601909250517658,0.176572057573819,0.07079778861646849,0.1078497202238209,0,0,4,0,
597,14.915,1.43135,0.94,4.332,-0.017,[ 2.0922703  17.30799489 52.81512831],[1.427 2.482 2.322],[-0.089 -0.137 -0.139],[0.113 0.162 0.194],[644.  75.  25.],[30.  46.4 27.4],[24.5 36.  21.9],[13687.7  3189.5  1429.6],3,2.0922703,52.81512831,24.071797833333335,50.722858009999996,1.4021405489689718,0.882886615931644,4.661919338504698,0.29014541470005994,0.4610507114932299,0.22268945437834528,0.9374374675781261,1.427,2.482,2.077,1.0550000000000002,0.46423772645775646,0.22351359001336374,0.10786336988110234,0.16931471673888626,0,1,2,0,
601,14.697,1.85846,0.99,4.474,0.07,[ 1.20845818  5.40428247 11.67894843],[1.361 2.63  3.113],[-0.082 -0.126 -0.181],[0.107 0.182 0.198],[1063.  241.  108.],[17.4 40.5 23.1],[29. 57. 43.],[16781.6  5557.5  1461. ],3,1.20845818,11.67894843,6.097229693333333,10.470490250000001,0.9851721149808631,0.7056567755738997,2.31655098790217,0.3106880082805067,0.34840308155492716,0.16040101042928567,0.6400926050877698,1.361,3.113,2.368,1.752,0.7388545188330379,0.312016266399087,0.15710019180199786,0.24662162162162163,0,1,2,0,
612,14.789,1.6846,0.88,4.471,0.013,[ 20.73987225  47.42767093 122.0805836 ],[1.913 2.204 2.159],[-0.083 -0.082 -0.143],[0.12  0.137 0.238],[47. 20.  8.],[44.1 49.9 23.3],[38.6 46.9 18.9],[1279.4  716.2  218.3],3,20.73987225,122.0805836,63.416042260000005,101.34071134999999,0.7698405197717055,0.6763123147318599,1.4304120566490819,0.014522135353268548,0.05909492718720738,0.025705765907639344,0.8813423677489138,1.913,2.204,2.092,0.29100000000000015,0.12789839717525783,0.06113690113540049,0.02713870395744674,0.046367112810707475,0,0,3,0,
620,14.669,2.16259,0.93,4.512,0.041,[ 45.15526672  85.31655302 130.1781993 ],[6.45  6.393 8.797],[-0.189 -2.553 -0.275],[ 0.264 45.946  0.325],[30. 14. 10.],[285.1  32.6 365.1],[176.5  27.5 204. ],[1509.  346.  705.],3,45.15526672,130.1781993,86.88333967999999,85.02293257999999,0.45982984795362825,0.3997100387274121,0.707615035871183,0.12927980906175449,0.1064579627494502,0.04647591512546437,0.3338665110910859,6.393,8.797,7.213333333333334,2.404000000000001,1.120063192661716,0.15527678271650405,0.06465006719026085,0.11109057301293902,0,0,0,3,
623,11.811,0.77308,0.86,4.327,-0.392,[ 5.59932438 10.34974362 15.67754049 25.2104678 ],[1.082 1.288 1.27  0.927],[-0.043 -0.074 -0.062 -0.057],[0.063 0.129 0.099 0.08 ],[237. 121.  78.  52.],[41.4 44.5 39.6 18.8],[32.7 33.1 26.4  9.9],[7915.9 4835.7 3286.5 2921.1],4,5.59932438,25.2104678,14.2092690725,19.61114342,0.653445276658842,0.5126021821526017,0.6570766403506011,0.047169311253348715,0.06710930224058224,0.036250131615458286,0.5915402935691367,0.927,1.288,1.14175,0.361,0.1479229106663332,0.12955805619998528,0.058333200555361675,0.09276695131742208,1,3,0,0,
624,13.592,0.3414,1.4,4.077,0.137,[ 1.3118427  17.79000592 49.56744103],[1.399 2.623 2.392],[-0.065 -0.099 -0.103],[0.085 0.108 0.144],[1019.   74.   27.],[44.2 67.2 31.2],[49.3 66.9 26.8],[16384.   2626.    913.6],3,1.3118427,49.56744103,22.889763216666665,48.25559833,1.5773147356630612,0.8749582240521517,7.173666848121863,0.53281424633553,0.6591184674416313,0.36524346857372797,0.7796693710651431,1.399,2.623,2.138,1.2240000000000002,0.5309934086219904,0.24835987306921908,0.12136257135230512,0.19083255378858752,0,1,2,0,
658,13.989,1.43351,1.06,4.388,0.075,[ 3.16269483  5.37064519 11.32962525],[2.324 2.305 1.328],[-0.086 -0.117 -0.087],[0.111 0.164 0.113],[409. 249. 117.],[75.4 58.8 18.5],[65.  50.1 14.2],[7689.7 4717.1 3660. ],3,3.16269483,11.32962525,6.620988423333333,8.16693042,0.5541582562965717,0.520974743586788,0.9038347586820383,0.09253590930721699,0.10805120812274709,0.04717892526952087,0.7967143626969723,1.328,2.324,1.9856666666666667,0.9959999999999998,0.4651052449595563,0.23423127998634696,0.11458096078195762,0.16719825415477588,0,1,2,0,
664,13.484,1.09135,0.96,4.302,0.054,[ 7.78197031 13.13740786 23.44304949],[1.115 1.573 0.996],[-0.05  -0.053 -0.06 ],[0.078 0.088 0.084],[174. 101.  55.],[25.6 43.1 14.1],[20.3 35.8 11.1],[5808.6 4161.9 2297.8],3,7.78197031,23.44304949,14.787475886666668,15.66107918,0.4789245348447376,0.4395070311107456,0.7363177259831796,0.008253353623754657,0.027720979944268687,0.012043310832861781,1.0918129036907658,0.996,1.573,1.228,0.577,0.24874216905596577,0.2025587695895487,0.0848336884911444,0.1566232356134636,1,2,0,0,
665,13.182,0.39611,1.31,4.1,0.276,[1.61188863 3.07156191 5.86806838],[1.689 1.563 3.503],[-0.068 -0.068 -0.114],[0.102 0.098 0.16 ],[833. 427. 215.],[38.  27.2 97.6],[31.8 18.2 75.9],[22369.  15592.   8083.3],3,1.61188863,5.86806838,3.517172973333333,4.25617975,0.5611601341332785,0.5020841607181904,0.9080090168140234,1.2830743617842713e-05,0.0012798350344011284,0.0005558257104674529,0.30395584416852195,1.563,3.503,2.2516666666666665,1.9400000000000002,0.8863202330735521,0.3936285269016516,0.16079969552825837,0.28719467061435977,0,2,1,0,
671,13.7,0.83262,1.08,4.244,0.023,[ 4.22862702  7.46662904 11.13189834 16.25955008],[1.522 1.371 1.217 1.415],[-0.076 -0.063 -0.067 -0.064],[0.135 0.089 0.096 0.093],[313. 174. 119.  80.],[41.5 27.4 18.2 19.6],[34.3 20.4 13.  14.4],[8368.9 5955.3 4154.3 2683.5],4,4.22862702,16.25955008,9.771676119999999,12.03092306,0.5849091434961814,0.457609783717706,0.5724157672019102,0.06095688877061253,0.06467898376446952,0.03695207850933837,0.5140212863206464,1.217,1.522,1.3812499999999999,0.30499999999999994,0.1095818757824486,0.07933529468412569,0.0350690351640743,0.05785822021116137,0,4,0,0,
691,13.965,0.43381,0.93,4.218,-0.29,[10.91399951 16.22548963 29.66624281],[0.967 1.61  3.781],[-0.095 -0.094 -0.131],[0.095 0.125 0.158],[123.  82.  46.],[ 8.2 20.3 95.3],[ 0.  16.1 76.1],[5333.4 4509.3 2968.8],3,10.91399951,29.66624281,18.935243983333333,18.7522433,0.43427861703506854,0.4167738415669441,0.6575201741034797,0.13560478906080103,0.10307721197430664,0.044985266063026816,0.3929648326127737,0.967,3.781,2.1193333333333335,2.814,1.203941951350738,0.5680757870481619,0.25402217070235666,0.44259201006605847,1,1,1,0,
700,13.58,1.5743,0.79,4.528,-0.423,[ 9.36057471 14.66723806 30.864343   68.16079424],[1.387 1.27  2.113 1.548],[-0.054 -0.054 -0.083 -0.067],[0.074 0.085 0.129 0.097],[134.  88.  42.  16.],[42.  30.5 51.8 25. ],[33.3 25.7 46.5 17.7],[3787.6 2375.4 1156.1  791.8],4,9.36057471,68.16079424,30.7632375025,58.80021953,0.8622321285022231,0.7476001603108237,0.9598735900656337,0.0884210396329519,0.10910277146166518,0.06604638639239441,0.5029835971591679,1.27,2.113,1.5795,0.843,0.32344280792746033,0.2047754402832924,0.08397223476773459,0.1419225493299567,0,3,1,0,
701,13.361,0.26977,1.53,4.13,0.24,[  5.71489033  12.44179722  18.16405902 122.3858876  267.284615  ],[1.446 0.616 2.142 1.866 1.526],[-0.058 -0.048 -0.075 -0.087 -0.109],[0.099 0.057 0.092 0.118 0.218],[236. 108.  66.  10.   4.],[72.8 11.4 99.5 46.3 19.3],[57.2  8.5 81.6 35.9 14.3],[4158.7 2373.3 1747.6  521.2  217.8],5,5.71489033,267.284615,85.198249834,261.56972466999997,1.6699660607222417,1.1812566473238584,2.139690310068126,0.3699605325177075,0.4204372502673425,0.26014903887255914,0.4907811377049892,0.616,2.142,1.5192,1.5259999999999998,0.5156209460446696,0.3394029397345113,0.1920366901396591,0.22854133754607686,1,3,1,0,
707,13.988,0.41262,1.21,4.089,0.135,[ 5.66811063 13.1755712  21.77566845 31.78484972 41.02789654],[1.773 2.72  4.558 3.413 3.767],[-0.085 -0.11  -0.151 -0.119 -0.138],[0.104 0.101 0.151 0.167 0.152],[239. 102.  63.  43.  35.],[ 27.3  48.8 117.3  57.6  66.5],[13.9 34.9 77.6 39.8 40.9],[9651. 5475. 3895. 3018. 2636.],5,5.66811063,41.02789654,22.686419308,35.35978591,0.8596409334818984,0.5575978762537206,0.6819222894259629,0.21827034086962974,0.16321626889486524,0.09592604514204689,0.9954985417154679,1.773,4.558,3.2462000000000004,2.785,0.945206728710709,0.2911732883712368,0.1423156622684228,0.2038383340521224,0,1,3,1,
710,13.294,0.35494,1.34,4.196,-0.07,[3.8868617  5.37492471 8.58604236],[1.364 2.224 1.802],[-0.081 -0.092 -0.084],[0.09  0.129 0.107],[351. 248. 161.],[20.8 49.  23.2],[16.1 36.4 19. ],[9531.1 8569.4 4420.8],3,3.8868617,8.58604236,5.949276256666667,4.699180660000001,0.3441939386806119,0.3296114399713461,0.49013497380924914,0.10571208581655732,0.07200061315937144,0.03134399891449,1.071185686327177,1.364,2.224,1.7966666666666669,0.8600000000000001,0.3511137833934876,0.19542511135073518,0.08737992601071429,0.1595547309833024,0,2,1,0,
711,13.835,0.33894,1.26,4.059,-0.37,[  3.61930475  44.69965891 124.5249337 ],[1.483 2.971 2.699],[-0.066 -0.1   -0.102],[0.106 0.167 0.136],[375.  26.  11.],[47.4 71.3 47.5],[40.8 58.8 28.5],[9114.7 1421.4  794.4],3,3.61930475,124.5249337,57.614632453333336,120.90562895000001,1.5366311663879162,0.8712580496200517,6.5680790074462925,0.5027942372652818,0.63189946153435,0.3417774145361218,0.7922014673817731,1.483,2.971,2.3843333333333336,1.488,0.6469401483565195,0.27132957431421195,0.13485110386554855,0.20802460506081363,0,1,2,0,
718,13.764,1.05689,1.16,4.283,0.335,[ 4.58546215 22.71445498 47.90344231],[2.272 2.788 2.269],[-0.076 -0.118 -0.118],[0.099 0.189 0.189],[296.  57.  27.],[84.8 74.4 34.1],[62.9 46.5 22.8],[7823.  1715.1  940.7],3,4.58546215,47.90344231,25.06778648,43.317980160000005,1.0189836096742253,0.7085831111556513,2.531260582785175,0.3907301826440097,0.40277959824166715,0.18936947649514294,0.5267609318226878,2.269,2.788,2.443,0.5189999999999997,0.2439549138672963,0.09985874493135338,0.042087777222123895,0.07081457224723696,0,0,3,0,
719,13.177,3.12984,0.73,4.599,-0.01,[ 4.15982225  9.03418745 28.12264106 45.90267989],[0.852 1.622 0.93  1.27 ],[-0.039 -0.066 -0.045 -0.056],[0.073 0.095 0.073 0.087],[320. 147.  47.  29.],[35.6 82.1 26.9 42.9],[32.7 85.  22.9 36.9],[4647.2 2155.  1551.5  690.6],4,4.15982225,45.90267989,21.8048326625,41.742857640000004,1.0427632677184593,0.7588143804079395,1.3056392746511998,0.17871985738137286,0.21406658545274634,0.11572300628303324,1.038174824750395,0.852,1.622,1.1685,0.7700000000000001,0.30537640707821556,0.26134052809432223,0.11207523530249647,0.1889887319925831,2,2,0,0,
720,13.749,2.5396,0.85,4.552,0.04,[ 2.79589907  5.69059352 10.04156732 18.36972561],[1.5   2.834 2.54  2.568],[-0.106 -0.111 -0.12  -0.151],[0.149 0.185 0.174 0.196],[367. 171. 107.  56.],[16.3 45.5 28.1 20.1],[ 42.5 116.5  70.6  47.6],[7384.1 4309.8 2569.2 1254.4],4,2.79589907,18.36972561,9.22444638,15.573826539999999,0.8175811796345649,0.6370229491941064,0.876431564811002,0.016045317230041378,0.04809577802255858,0.02633320573660275,0.5477562916703971,1.5,2.834,2.3605,1.334,0.5098869972846924,0.21600804799182055,0.10889256393678959,0.1422721174892325,0,1,3,0,
723,15.825,3.138,0.64,4.606,-0.44,[ 3.93699397 10.08881642 28.08191917],[2.862 3.559 3.409],[-0.144 -0.175 -0.147],[0.197 0.227 0.213],[338. 128.  46.],[59.3 51.3 50.8],[76.3 83.  58.2],[5996.1 2223.3 1778.5],3,3.93699397,28.08191917,14.035909853333331,24.1449252,0.8532620353413284,0.7298879381942783,1.6730192762348974,0.00578397804617061,0.04132063562691094,0.017959381693998893,1.19898505748918,2.862,3.559,3.276666666666667,0.6970000000000001,0.2995400177308905,0.0914160786564264,0.040976453410885814,0.07090539165818922,0,0,3,0,
730,15.592,0.3857,0.99,4.061,0.032,[ 7.38445597  9.84821114 14.78701236 19.72433675],[2.932 3.314 4.416 3.807],[-0.192 -0.262 -0.3   -0.288],[0.278 0.285 0.434 0.449],[133.  98.  69.  51.],[23.7 25.3 39.4 26. ],[15.7 15.4 27.6 17.1],[6526. 4831. 3536. 3117.],4,7.38445597,19.72433675,12.936004055,12.339880779999998,0.42668390320814265,0.3664017369622889,0.3896763125706227,0.049575175682188936,0.04026153395270869,0.024260025704039716,0.013770520384755569,2.932,4.416,3.6172500000000003,1.4840000000000004,0.5557730539527803,0.15364518735303898,0.06664724925344996,0.11392171769530261,0,0,3,1,
732,15.342,2.09487,0.93,4.442,0.281,[1.26025793 3.29530461 5.25453383],[2.835 1.013 1.088],[-0.132 -0.079 -0.078],[0.156 0.111 0.094],[1013.  390.  249.],[128.1  10.4  12.6],[18.5  8.2 10.6],[18108.9  7058.1  6906.1],3,1.26025793,5.25453383,3.2700321233333334,3.9942759,0.620074753621434,0.49869669894621627,1.1046688176602797,0.35766299479752334,0.2423740181070071,0.1082003656292161,1.048175318683233,1.013,2.835,1.6453333333333333,1.822,0.8417784084240275,0.5116157263517185,0.21013767071979214,0.36912479740680726,0,2,1,0,
733,15.644,2.90021,0.78,4.565,-0.059,[ 3.13295549  5.92498617 11.34934777 18.6435031 ],[1.435 2.765 2.446 1.966],[-0.086 -0.147 -0.131 -0.132],[0.112 0.229 0.155 0.171],[414. 222. 115.  70.],[23.9 68.5 41.7 16.1],[20.5 58.5 36.5 15. ],[8685.2 5639.5 3129.1 1191.6],4,3.13295549,18.6435031,9.762698132499999,15.51054761,0.7745732943973791,0.6061346377815676,0.8164603605153461,0.02353105609145203,0.050063009099028284,0.03024987614770756,0.6584473555007249,1.435,2.765,2.153,1.33,0.5027141334794557,0.23349472061284518,0.10894539685994775,0.17301439851370182,0,1,3,0,
749,15.416,2.00723,0.9,4.474,0.086,[3.94106174 5.34956967 8.10901972],[1.629 2.48  1.264],[-0.115 -0.15  -0.096],[0.167 0.164 0.128],[325. 248. 157.],[28.9 60.6 14.1],[22.7 48.5  9.8],[6689.4 6465.3 4438.9],3,3.94106174,8.10901972,5.79988371,4.167957979999999,0.3133551180609514,0.2984713245305971,0.43660977996500305,0.07524142833953656,0.055141464291808676,0.023981068213764094,0.3949855231071323,1.264,2.48,1.7910000000000001,1.216,0.5094748930680163,0.2844639268944814,0.12190605292527598,0.22631676903033685,0,2,1,0,
