KOI,kepmag,rhostar,mstar,logg,[M/H],TTVperiod,radius,radius_em,radius_ep,nTT,SNR,MES,chisqwttv,n,minper,maxper,meanper,perrange,lograngep,normstdp,meandpp,gapc,gini,qdisp,meanzeta,minrad,maxrad,meanrad,radrange,stdr,normstdr,qdispr,gini_r,subearth,supearth,subnep,nepplus,Unnamed: 38,N_first,N_second,deltas,min_abs_delta,med_abs_delta,res_summary
2045,15.549,3.08771,0.7,4.615,-0.06,[ 5.47665173 16.93512559 24.2095264 ],[1.704 1.264 1.423],[-0.081 -0.101 -0.098],[0.125 0.129 0.137],[179.  60.  44.],[32.  11.5 14.1],[25.4  8.7 11.5],[4160.8 1800.2 1514.9],3,5.47665173,24.2095264,15.540434573333334,18.73287467,0.6454711693683254,0.4961887446841622,1.2608929368074655,0.701149107610268,0.3677077265106542,0.1704814803772196,1.2090007954166897,1.264,1.704,1.463666666666667,0.4399999999999999,0.1819163421893578,0.1242880953240887,0.0534366806926421,0.1002049647005237,0,3,0,0,,0,0,[0.03074691 0.02110367],0.021103667949997185,0.025925290389154365,[0. 0.]
2055,14.523,1.50596,1.0,4.458,0.007,[2.5047528  4.02583093 6.1308059  8.67891788],[1.303 1.586 1.121 2.255],[-0.084 -0.083 -0.097 -0.097],[0.118 0.108 0.136 0.126],[406. 259. 167. 126.],[18.9 23.9  9.8 37.4],[14.7 19.   0.  29.6],[8630.6 6175.4 4277.4 3790.9],4,2.5047528,8.67891788,5.335076877500001,6.17416508,0.539700708323979,0.4349559568253958,0.5152560877665331,0.0270543808777393,0.0421606257986849,0.0226040310165332,0.8467918381184503,1.121,2.255,1.56625,1.134,0.4307884486612889,0.2750445003424032,0.1146404486134223,0.1960627826549613,0,3,1,0,,1,1,[-0.03563395  0.0152448   0.01116022],0.011160222368621575,0.01524480396729766,[0.  1.5 1.4]
2073,15.565,2.80786,0.79,4.569,0.059,[ 6.47537943 16.85823589 49.50026916],[1.622 1.936 2.178],[-0.093 -0.125 -0.134],[0.13  0.208 0.208],[190.  80.  26.],[28.1 21.8 27.8],[24.  17.5 22.3],[4675.6 1505.6 1381.7],3,6.47537943,49.50026916,24.277961493333333,43.02488973,0.8833423391073544,0.7550740226423663,1.7698511249724005,0.0114098935383935,0.0600808932909136,0.0261360636311222,1.2898221170925654,1.622,2.178,1.912,0.5559999999999998,0.2276195656499384,0.1190478899842774,0.0527028235117087,0.0969316596931659,0,1,2,0,,0,0,[-0.132188   -0.02124458],0.021244581718805056,0.07671629167586641,[0. 0.]
2086,13.959,0.48449,1.0,4.14,-0.02,[  7.13295045   8.91897737  11.89824703 335.5198537 ],[1.734 1.943 1.756 1.836],[-0.071 -0.089 -0.127 -0.169],[0.11  0.124 0.151 0.197],[182. 150. 115.   4.],[27.2 29.6 15.9  8.8],[23.6 23.9 12.4  0. ],[6836.8 5170.6 2890.5  496.8],4,7.13295045,335.5198537,90.8675071375,328.38690325,1.6724490166055324,1.5545750074002818,9.261175945064831,0.9737561634995016,0.8754262588840218,0.7774905769567958,0.0493337593231668,1.734,1.943,1.81725,0.209,0.0819248893804563,0.0450817935784599,0.0193695788819799,0.0324207823176044,0,3,1,0,,2,0,[3.12836324e-04 5.27852276e-04 8.39969988e+00],0.00031283632427303587,0.0005278522755127746,[1.25       1.33333333 0.        ]
2092,15.886,2.08814,0.83,4.489,-0.281,[25.56387152 57.68938988 77.08943467],[2.839 3.46  2.769],[-0.194 -0.296 -0.321],[0.324 0.356 0.464],[43. 20. 16.],[32.8 31.2 15. ],[27.4 27.  11.6],[1585.  794.  491.],3,25.56387152,77.08943467,53.447565356666665,51.52556315,0.4793682346282406,0.3975483535015239,0.7964805100301918,0.6121039485568616,0.2561653503664767,0.1147357507628779,0.3458659157863597,2.769,3.46,3.0226666666666664,0.6909999999999998,0.3105589942167009,0.1027433814126712,0.0433372076236793,0.0762020291133656,0,0,3,0,,1,0,[0.12833828 0.00221334],0.0022133380638209577,0.06527581135906613,[0.         1.33333333]
2093,15.357,1.30514,1.05,4.352,0.021,[0.49606935 2.50814761 6.78344102],[1.222 1.453 2.387],[-0.096 -0.103 -0.154],[0.105 0.149 0.2  ],[2243.  429.  165.],[22.1 18.3 35.3],[10.8 15.2 28.8],[25160.5 10014.1  5143. ],3,0.49606935,6.78344102,3.2625526599999994,6.28737167,1.1359076586222163,0.8035591884849486,2.880302203131775,0.1792827341773192,0.3030021942971516,0.1374568611991216,0.9898272339936588,1.222,2.387,1.6873333333333331,1.165,0.5036469221808292,0.298486915555608,0.124564308909835,0.2301461872777558,0,2,1,0,,0,0,[ 0.68534743 -0.09847929],0.09847929298440838,0.3919133606949999,[0. 0.]
2135,12.99,0.0619,1.55,3.597,-0.12,[ 8.48651178 20.18919494 55.18668757],[1.57  1.581 2.895],[-0.079 -0.093 -0.145],[0.114 0.12  0.211],[129.  54.  19.],[21.  15.  36.2],[17.8 10.5 23. ],[4876.7 2815.1 1340.3],3,8.48651178,55.18668757,27.95413143,46.70017579,0.8131051091134684,0.7097394281501738,1.556225431220104,0.0179254173345647,0.0693408922768913,0.0301809235930654,1.0469219242459125,1.57,2.895,2.015333333333333,1.325,0.6220344756433431,0.3086509141465481,0.1259853794508362,0.2191531591134634,0,2,1,0,,0,0,[ 0.18948724 -0.08884121],0.08884120550607089,0.13916422249264054,[0. 0.]
2148,13.353,0.43849,1.23,4.057,0.417,[ 3.61456972  7.54240326 11.93206303],[1.276 1.82  2.113],[-0.087 -0.083 -0.084],[0.112 0.108 0.13 ],[285. 141.  90.],[14.9 25.8 32.3],[11.1 19.1 23.4],[7826.7 5562.4 4702.9],3,3.61456972,11.93206303,7.696345336666667,8.31749331,0.5186589327182286,0.4414233765229478,0.8343322322802915,0.1688660484068623,0.1375621805551556,0.060266630381928,0.5423015917518362,1.276,2.113,1.7363333333333333,0.837,0.346787478948643,0.1997240231994488,0.0923504550391063,0.1606834325206373,0,2,1,0,,0,0,[ 0.04333349 -0.05080151],0.043333487007687355,0.04706749634028112,[0. 0.]
2163,14.651,1.67741,0.89,4.474,-0.245,[10.66493632 17.78345269 28.22496547],[1.56  1.443 1.305],[-0.123 -0.123 -0.142],[0.172 0.159 0.168],[114.  75.  45.],[25.3 18.7  8.9],[21.7 15.1  8. ],[3381.1 2176.3  912.5],3,10.66493632,28.22496547,18.89111816,17.56002915,0.422675152653496,0.3817408519013163,0.6273084273841321,0.0083972688802012,0.0246792546999623,0.0107210572315933,1.1925711599766051,1.305,1.56,1.436,0.2550000000000001,0.1042209192053112,0.0725772417864284,0.0317501199793946,0.059192200557103,0,3,0,0,,0,1,[ 0.00048151 -0.0477114 ],0.00048151192336409743,0.02409645549288486,[1.66666667 0.        ]
2169,14.834,0.96015,0.87,4.308,0.086,[3.26662197 4.27223792 5.45297445],[0.664 0.603 0.798],[-0.039 -0.04  -0.042],[0.06  0.045 0.054],[390. 317. 246.],[18.6 13.7 21. ],[18.  13.7 23.1],[7751.4 5912.3 4731.5],3,3.26662197,5.45297445,4.3306114466666665,2.18635248,0.2225345841663113,0.2063284958199207,0.2921100372940806,0.0073762493330524,0.0121783685184376,0.0052893578065064,0.9451456146990238,0.603,0.798,0.6883333333333334,0.195,0.0814466423835603,0.1183244199276905,0.0505654896904518,0.0944309927360775,3,0,0,0,,1,1,[ 0.01721342 -0.00726448],0.007264476038357115,0.012238949489308482,[0.         1.28571429]
2174,15.673,3.533,0.65,4.641,0.0,[ 3.01610646  6.69329801  7.72516951 33.13623937],[0.889 1.726 1.225 1.793],[-0.102 -0.126 -0.12  -0.146],[0.159 0.202 0.18  0.189],[418. 195. 166.  38.],[ 8.1 23.4 10.5 16.3],[ 7.4 17.9 11.7 11.4],[6188.9 3722.4 3094.9 1315.7],4,3.01610646,33.13623937,12.6427033375,30.12013291,1.0408565519916675,0.946056049186974,1.554245505644949,0.5925303053144972,0.4091517192533375,0.2404409219244272,0.9703494912197462,0.889,1.793,1.40825,0.904,0.3715503835282638,0.2638383692726887,0.1248885282833862,0.190129593467069,1,3,0,0,,0,0,[ 0.10959247 -0.03819593  0.42979557],0.03819593140552047,0.10959246610943563,[0. 0. 0.]
2183,15.504,3.23799,0.65,4.617,-0.44,[  4.57947332  19.02309588 150.3814056 ],[1.471 2.05  2.061],[-0.087 -0.12  -0.211],[0.125 0.187 0.231],[282.  68.   8.],[20.  19.7  7.8],[18.  18.8  7.8],[6638.8 2040.3  330.9],3,4.57947332,150.3814056,57.99465826666667,145.80193228,1.5163786066526304,1.131015802673033,5.029596774860772,0.1083028005270231,0.3110663564522782,0.1414604531446395,0.692815301928277,1.471,2.061,1.8606666666666667,0.5899999999999999,0.2755725353191464,0.1481041931131206,0.0686992839978013,0.1056968828376925,0,1,2,0,,0,0,[0.38466403 1.63506716],0.3846640250761413,1.0098655916202572,[0. 0.]
2194,13.865,0.63765,0.88,4.241,-0.203,[ 34.76298361  67.96842021 445.2180022 ],[2.164 2.271 1.832],[-0.122 -0.097 -0.148],[0.183 0.151 0.136],[39. 22.  4.],[24.  27.3 11.1],[19.6 20.4  7.9],[1392.8 1156.1  400.6],3,34.76298361,445.2180022,182.64980200666665,410.45501859,1.1074556728685103,1.0192071742597748,3.2527804260279263,0.6108814775392359,0.5402548338253383,0.2730253061785381,0.3406120455414453,1.832,2.271,2.089,0.4389999999999998,0.186902826802236,0.0894699984692369,0.0400053688706907,0.0700494654539651,0,1,2,0,,0,0,[-0.02240238  1.1834552 ],0.022402378165721437,0.6029287904807432,[0. 0.]
2195,15.961,1.38632,0.92,4.423,0.001,[ 6.84974223 20.0546569  30.09016159],[1.485 2.206 1.96 ],[-0.099 -0.14  -0.13 ],[0.117 0.14  0.155],[194.  70.  44.],[17.  26.9 16.6],[14.3 22.6 14.9],[7835.3 4167.7 2441.7],3,6.84974223,30.09016159,18.998186906666668,23.24041936,0.6427502915936224,0.5009544052937983,1.2141025057237254,0.5652746960956808,0.3223404544521763,0.1471075890098208,0.7243540963181428,1.485,2.206,1.8836666666666664,0.7209999999999999,0.2992550008864605,0.1588683423569955,0.072272757181656,0.1275880375154839,0,1,2,0,,1,0,[-0.02406756  0.0002718 ],0.0002717985500249043,0.012169680337943578,[0.  1.5]
2220,14.686,0.62716,1.03,4.188,0.139,[ 1.89782214  3.28279781  5.0281665   7.66463518 11.92923256],[1.558 1.606 1.809 1.441 1.357],[-0.089 -0.092 -0.094 -0.105 -0.123],[0.129 0.111 0.122 0.105 0.148],[675. 409. 255. 163. 110.],[27.2 24.4 26.1 13.2  9.5],[22.6 17.4 20.1  9.8  0. ],[16633.8 11467.8  7915.2  5303.9  3414.9],5,1.89782214,11.92923256,5.960530838,10.03141042,0.7983569964129835,0.595877619928437,0.5855453460143939,0.0149634964338989,0.0336909018924499,0.0224288599233452,0.5887504226667448,1.357,1.809,1.5542,0.4519999999999999,0.154481584663027,0.099396206835045,0.0426659191857554,0.0687813666194826,0,5,0,0,,2,0,[0.03786263 0.02111406 0.01622665 0.03759951],0.016226647758515345,0.029356784982877304,[0.  1.5 1.5 0. ]
2243,14.689,0.1556,1.27,3.834,0.009,[ 5.18557989  8.4580914  31.44568806],[2.177 2.197 3.09 ],[-0.114 -0.128 -0.227],[0.137 0.2   0.303],[261. 154.  44.],[27.5 18.3 12.7],[22.7 16.   9.4],[8898.5 3984.   648.1],3,5.18557989,31.44568806,15.029786449999998,26.26010817,0.7827637724527707,0.7774179381450055,1.674451168353973,0.5762895090590696,0.3901256451036444,0.1824639151552387,1.1750314713214067,2.177,3.09,2.488,0.9129999999999998,0.4257565814719328,0.1711240279228026,0.0710342544514646,0.1223204715969989,0,0,3,0,,0,0,[-0.02135249  0.23927439],0.02135249139898976,0.1303134383172052,[0. 0.]
2248,12.301,0.24085,1.64,4.0,0.023,[0.76196218 2.64622956 2.81814116 4.74507981],[1.08  1.026 1.313 0.978],[-0.093 -0.135 -0.1   -0.105],[0.13  0.15  0.188 0.14 ],[1741.  490.  470.  282.],[18.3  8.4 16.5 10.9],[16.8  7.6 18.7  0. ],[20572.9  6751.8  7626.   6073.7],4,0.76196218,4.74507981,2.7428531775,3.98311763,0.7943101057888478,0.5139159998886571,1.0738805324719034,0.7367706882842344,0.3870280539971663,0.2176442633193355,1.2598445512355372,0.978,1.313,1.0992499999999998,0.3349999999999999,0.1285756100510512,0.1169666682292938,0.0487008599449087,0.0802820104616784,1,3,0,0,,0,1,[ 0.15763819 -0.11252939  0.01025737],0.010257373338956377,0.11252938816590541,[0.         0.         1.66666667]
2263,14.456,0.34557,1.22,4.063,0.027,[ 9.47852438 15.59458181 29.96864759],[2.344 1.691 3.043],[-0.135 -0.139 -0.176],[0.162 0.139 0.176],[144.  89.  46.],[26.7 11.9 26.5],[20.   8.4 19.8],[7304.7 5073.  2552.5],3,9.47852438,29.96864759,18.34725126,20.49012321,0.4999264132825932,0.4681097074918519,0.7834943924626601,0.0587510266366781,0.0775108786127961,0.0337555775446747,0.802701157220408,1.691,3.043,2.3593333333333333,1.352,0.5520581692378279,0.2339890516690426,0.1051085810164189,0.1910144108505227,0,1,2,0,,0,1,[-0.01284749 -0.0391327 ],0.012847494938869497,0.025990095013575742,[1.66666667 0.        ]
2298,13.831,1.04611,0.85,4.329,0.186,[ 2.47241084 16.66710278 31.80591683],[0.715 1.382 1.231],[-0.058 -0.075 -0.092],[0.078 0.109 0.127],[525.  81.  41.],[ 9.  17.9 10.9],[ 7.7 12.8  9.2],[9068.2 2382.9 1237.5],3,2.47241084,31.80591683,16.98181015,29.33350599,1.1093872799272475,0.7053088560372025,3.324770096633365,0.6511763526568543,0.558749937471063,0.2858423209752047,0.4126953447346231,0.715,1.382,1.1093333333333335,0.6669999999999999,0.2855688280529854,0.2574238233650709,0.1258841692785371,0.200420673076923,1,2,0,0,,0,0,[ 1.24707837 -0.04584746],0.04584746221862557,0.6464629173933097,[0. 0.]
2352,10.421,0.52528,1.14,4.218,-0.147,[ 5.6290675   8.2562501  13.39147403],[0.923 0.903 1.034],[-0.038 -0.044 -0.044],[0.053 0.064 0.057],[232. 164. 101.],[32.2 18.2 24.5],[23.3 14.5 18.3],[6406.3 3026.4 2911.3],3,5.6290675,13.39147403,9.092263876666664,7.76240653,0.3763919269649742,0.3545492210039916,0.5443486884314748,0.0436417473860231,0.0502681117022155,0.0218564858693813,0.8022853111658236,0.903,1.034,0.9533333333333336,0.131,0.0576213694927691,0.0604419959714361,0.0257974214685354,0.0458041958041958,2,1,0,0,,0,0,[-0.02218854 -0.02681189],0.022188535963845735,0.02450021373930744,[0. 0.]
2433,15.188,1.48005,0.94,4.443,-0.006,"[ 3.37375965  6.0632531  10.04380879 15.16213142 27.90426394 56.41581418
 86.43086179]",[1.206 1.441 2.313 2.406 1.903 2.423 2.252],[-0.101 -0.106 -0.162 -0.146 -0.142 -0.161 -0.199],[0.11  0.129 0.21  0.549 0.184 0.21  0.199],[334. 183. 113.  71.  43.  20.  14.],[11.1 12.4 28.8 28.5 12.8 16.4 11.2],[ 0.   7.9 24.  19.   9.2 11.7  7.2],[8457.7 5560.2 4935.6 4257.6 1909.2 1192.4  804.2],7,3.37375965,86.43086179,29.341984695714284,83.05710214,1.4085547035276311,0.979655086839002,0.726245378689225,0.0272990728578231,0.070028096410107,0.0450711832689508,0.5502581228160535,1.206,2.423,1.9920000000000004,1.217,0.4562449216938513,0.2290386153081582,0.112553529650555,0.1432157200229489,0,2,5,0,,3,1,[ 0.07830795 -0.00609703  0.00639985 -0.07980405  0.0108816   0.02135501],0.006097028342755495,0.016118307624640282,[0.         1.66666667 1.5        0.         2.         1.5       ]
2485,15.311,3.01978,0.72,4.613,-0.239,[3.6008407  5.72716427 9.99116477],[1.18  1.207 1.358],[-0.071 -0.078 -0.094],[0.106 0.139 0.131],[296. 181. 102.],[17.9 16.  16.7],[14.5 12.8 13.3],[5100.8 3721.3 2456.1],3,3.6008407,9.99116477,6.4397232466666665,6.390324069999999,0.4432122124764033,0.4126030102575835,0.6675148295057836,0.0266597631149869,0.0461808746433668,0.0200757285385149,0.974527416024884,1.18,1.358,1.2483333333333333,0.1780000000000001,0.0783255315263733,0.0627440839997649,0.0267636537676478,0.0475300400534045,0,3,0,0,,0,0,[-0.04569548  0.04671327],0.045695478280947,0.04620437598441712,[0. 0.]
2579,15.147,1.21055,1.1,4.41,0.028,[ 2.72960744  3.59647062 10.30132666],[1.302 1.329 1.394],[-0.072 -0.082 -0.102],[0.112 0.118 0.123],[491. 372. 126.],[18.4 16.2 12.6],[14.4 12.7  9.3],[11403.4  7440.6  3513.8],3,2.72960744,10.30132666,5.542468240000001,7.57171922,0.5767929658445481,0.6104823926692259,1.0909328470885922,0.8237339008857586,0.3698611754634485,0.1716192059372584,0.9186527583734944,1.302,1.394,1.3416666666666668,0.0919999999999998,0.0386120303647565,0.0287791530668993,0.0124232327037362,0.0228571428571428,0,3,0,0,,1,0,[-0.01181653 -0.04523742],0.011816525163046987,0.02852697462687115,[1.33333333 0.        ]
2585,13.455,0.82998,0.87,4.381,-0.339,[ 5.34182216  7.87845619 10.42309397],[0.966 0.764 0.99 ],[-0.046 -0.057 -0.1  ],[0.063 0.075 0.13 ],[246. 175. 124.],[19.2 10.5 11.2],[15.3  8.1  8.9],[7537.8 5644.8 2692.6],3,5.34182216,10.42309397,7.881124106666667,5.08127181,0.2903072278013024,0.2632138968428514,0.3989249582803902,0.0847598070238802,0.0542831863335113,0.0236067839735633,0.3029572498212103,0.764,0.99,0.9066666666666666,0.2259999999999999,0.1013552607854613,0.1117888905722,0.0508091897051154,0.0830882352941176,3,0,0,0,,1,0,[-0.01675796 -0.00775986],0.0077598594224078665,0.012258908892095854,[0.         1.33333333]
2597,14.79,1.27588,0.87,4.458,-0.291,[ 5.61355807  8.00503248 12.1307292 ],[1.294 1.384 1.476],[-0.087 -0.085 -0.094],[0.095 0.101 0.103],[241. 158. 109.],[15.2 15.6 15.3],[12.6 13.9 11.7],[5766.8 4740.6 3567.8],3,5.61355807,12.1307292,8.583106583333333,6.51717113,0.3346486882686922,0.3136207592523271,0.4707027287878716,0.0202548062538726,0.0303835373645502,0.0132009888873342,0.6105521539394768,1.294,1.476,1.3846666666666667,0.1819999999999999,0.074302684264358,0.0536610622997289,0.0233425085589131,0.0438131921039961,0,3,0,0,,1,0,[0.01858398 0.01025859],0.010258586733429276,0.014421285322285926,[0.  1.5]
2674,13.349,0.32992,1.09,4.098,0.095,[  2.53575336  11.17280657 197.5112454 ],[1.39  1.471 9.546],[-0.075 -0.087 -0.261],[0.106 0.13  0.313],[513. 120.   7.],[ 25.5  17.  175.2],[ 19.6  12.3 125.4],[16821.5  5960.3   640.5],3,2.53575336,197.5112454,70.40660177666668,194.97549204,1.8914848178168144,1.2775179357069204,10.0419817646153,0.3078501931020737,0.6009675222694488,0.3169910376228898,0.5303247856228624,1.39,9.546,4.135666666666666,8.155999999999999,3.8258263014529135,0.9250809143514744,0.4311772408606313,0.657370839042476,0,2,0,1,,0,0,[0.46870311 4.89261806],0.46870311419666866,2.6806605882050993,[0. 0.]
2693,13.256,3.29447,0.67,4.626,-0.042,[ 4.08141546  6.83440524 11.4194537 ],[0.84  0.855 0.791],[-0.034 -0.037 -0.04 ],[0.085 0.077 0.095],[320. 192. 118.],[36.9 29.1 22.9],[32.8 24.5 20.6],[6895.1 4143.5 3075. ],3,4.08141546,11.4194537,7.445091466666667,7.33803824,0.4468345227999187,0.4065368292916343,0.6726979267269242,1.4633625520123195e-05,0.0010883387961728,0.0004726597902201,1.4596866612628283,0.791,0.855,0.8286666666666666,0.0639999999999999,0.0273292679903594,0.0329798085161216,0.0144633557799578,0.0257441673370876,3,0,0,0,,0,2,[0.00471103 0.00252648],0.0025264788073935396,0.003618756036154469,[1.66666667 1.66666667]
2704,17.475,13.52866,0.27,4.906,0.229,[2.98414433 4.87122503 8.15275543],[1.533 2.41  1.207],[-0.093 -0.094 -0.099],[0.167 0.21  0.138],[203. 120.  70.],[24.3 50.5 10.4],[19.5 42.   7.1],[2411.3 1764.5 1113.9],3,2.98414433,8.15275543,5.336041596666665,5.1686111,0.4364845901276897,0.4002069946586801,0.6530126002518939,0.0020185793220066,0.0124884034536704,0.0054240324357741,1.3546230840348523,1.207,2.41,1.7166666666666668,1.203,0.5080041557135357,0.2959247509010888,0.1258624151081905,0.2335922330097087,0,2,1,0,,0,1,[-0.02057853  0.00419365],0.0041936531107042985,0.01238609295956794,[0.         1.66666667]
2707,14.467,0.29073,0.97,4.483,-0.085,[14.42511329 26.67582856 58.0335465 ],[2.728 3.94  5.09 ],[-0.379 -0.5   -0.607],[0.711 1.    1.213],[91. 50. 25.],[15.3 20.  34.9],[12.4 17.  25.8],[2694.4 1158.6 1068.7],3,14.42511329,58.0335465,33.04482945,43.60843321,0.6045598789906395,0.5557256483710695,1.012386785481607,0.0441022040947099,0.0810598474953182,0.0353102840724437,0.4901959837144856,2.728,5.09,3.919333333333333,2.362,0.9643931886021498,0.2460605175885737,0.112031794972535,0.2008845041673754,0,0,2,1,,0,0,[-0.07536849  0.08775528],0.0753684902255628,0.0815618829663664,[0. 0.]
2714,13.312,0.353,1.17,4.07,0.004,[ 14.38312565  47.31879794 184.2636218 ],[2.289 2.774 2.931],[-0.104 -0.173 -0.158],[0.142 0.488 0.172],[89. 27.  7.],[39.  36.2 21.1],[28.8 26.3 16.1],[6170.6 2362.5  582.8],3,14.38312565,184.2636218,81.98851513000001,169.88049615,1.1075863287645311,0.8971837603710694,2.5919860276837348,0.0142457823929074,0.0841047842914483,0.0366451706047262,1.1733531247763047,2.289,2.931,2.6646666666666667,0.6419999999999999,0.2732597461919498,0.1025493168095883,0.0460880035538934,0.0803102326745058,0,0,3,0,,0,0,[0.09662761 0.29802975],0.0966276058824993,0.19732867589457836,[0. 0.]
2715,16.835,2.94435,0.65,4.589,0.315,[ 2.22650285  5.72089162 11.12826312],[2.879 2.429 5.172],[-0.163 -0.152 -0.21 ],[0.19  0.209 0.304],[276. 107.  59.],[35.8 20.5 65.6],[31.1 15.1 55.1],[4294.3 2029.4 1305. ],3,2.22650285,11.12826312,6.35855253,8.90176027,0.6988041303153041,0.5759161848911062,1.2573245358998402,0.0957061926580338,0.1382730742596348,0.0605835992881518,0.6312224296865333,2.429,5.172,3.4933333333333336,2.743,1.2011290059310402,0.343834639102397,0.1425984752618228,0.2617366412213739,0,0,2,1,,0,0,[-0.14351609 -0.02740133],0.02740133364036701,0.0854587103067811,[0. 0.]
2722,13.268,1.17699,1.07,4.362,-0.05,[ 4.0287519   6.12478255  8.92112441 11.2427106  16.53398267],[1.113 1.256 1.169 1.292 1.049],[-0.061 -0.063 -0.071 -0.072 -0.09 ],[0.079 0.08  0.078 0.085 0.09 ],[328. 218. 148. 117.  82.],[18.6 20.1 15.3 17.4  9.3],[21.9 27.2 15.4 17.8  7.8],[8196.1 6450.1 4860.1 4111.8 1918. ],5,4.0287519,16.53398267,9.370270426,12.50523077,0.6132069547506037,0.4629543642902619,0.426926189745713,0.0487844506145422,0.0463804809282253,0.0313022529259502,0.4127082953295448,1.049,1.292,1.1758,0.2430000000000001,0.0894458495403783,0.076072333339325,0.0332474540734846,0.0534954924306855,0,5,0,0,,2,0,[ 0.01351199 -0.02895879  0.00818776 -0.01957317],0.008187764977038547,0.0165425814371139,[1.5  0.   1.25 0.  ]
2732,12.805,0.31234,1.3,4.08,0.081,[ 7.03145274 13.6116442  24.56045782 54.28106641],[1.698 1.786 1.363 2.221],[-0.076 -0.097 -0.088 -0.132],[0.093 0.136 0.106 0.169],[186. 102.  59.  24.],[33.8 31.6 14.9 20. ],[24.5 19.5  8.3 14.7],[9307.5 6266.9 4148.5 1150.2],4,7.03145274,54.28106641,24.8711552925,47.24961367,0.8876033091383426,0.7276481989399839,0.9834311800869978,0.0261375730980495,0.0681863524856579,0.0365528737006578,0.4854079466927676,1.363,2.221,1.767,0.8580000000000001,0.3059632330852843,0.173154065130325,0.0756540894041094,0.1255423504999057,0,3,1,0,,0,0,[-0.03208877  0.08262268  0.10504997],0.03208876577047137,0.08262267772176979,[0. 0. 0.]
2842,15.003,2.03241,0.85,4.522,-0.035,[1.56541081 3.03621178 5.14891616],[1.174 0.938 1.071],[-0.049 -0.042 -0.053],[0.062 0.055 0.071],[339. 162.  96.],[47.8 26.  25.4],[33.5 18.2 17.2],[3019.6 1634.1  971.4],3,1.56541081,5.14891616,3.2501795833333333,3.58350535,0.5170874917208406,0.4525173601747304,0.8176989685806979,0.0412082463404198,0.0670426327143902,0.0291763897546567,0.7521695424577082,0.938,1.174,1.061,0.236,0.0966057279185176,0.0910515814500638,0.0400501006804931,0.0741438894125039,1,2,0,0,,0,0,[-0.03021885  0.01750139],0.017501386546889597,0.023860120044299937,[0. 0.]
2859,13.851,1.43755,0.84,4.513,-0.064,[2.0054092  2.90513115 3.44620774 4.28887482 5.43099977],[0.748 0.759 0.881 0.752 0.794],[-0.054 -0.061 -0.05  -0.055 -0.068],[0.064 0.061 0.064 0.065 0.056],[633. 457. 367. 297. 247.],[13.9 13.2 15.6 11.1 10.8],[10.7  8.6 13.2  7.4  9.4],[11811.3  6876.3  7164.9  6976.6  5198.7],5,2.0054092,5.43099977,3.615324536,3.42559057,0.4326767814244682,0.3243461660437123,0.286428924639536,0.1023500506944693,0.0524045171750167,0.0322247626084846,0.6994208198029446,0.748,0.881,0.7867999999999999,0.133,0.0498293086446119,0.0633316073266547,0.026608303053841,0.0391459074733096,5,0,0,0,,3,0,[-0.03423496 -0.01145951 -0.00438392  0.01303955],0.004383915637076519,0.012249527603910793,[0.   1.2  1.25 1.25]
2871,15.29,3.24698,0.63,4.613,0.114,[ 5.3637802   7.97882825 12.09997491],[0.933 0.789 1.115],[-0.056 -0.072 -0.076],[0.08  0.094 0.09 ],[254. 163. 110.],[14.3  8.3 15.1],[12.   8.  12.9],[6306.9 4053.3 3329.8],3,5.3637802,12.09997491,8.48086112,6.73619471,0.3533134970017791,0.3269547039220687,0.5020242589157247,0.0018373491617682,0.0096443194991398,0.0041886533086703,0.1725766908479791,0.789,1.115,0.9456666666666664,0.3259999999999999,0.1333899879634483,0.1410539174798537,0.0614800098260497,0.1149101163200563,2,1,0,0,,2,0,[-0.00830783  0.01100684],0.008307828621811564,0.009657334565628062,[1.5 1.5]
2906,14.615,1.00618,0.97,4.337,0.016,[ 13.90908164  21.94221467 145.883639  ],[1.484 1.348 2.039],[-0.094 -0.099 -0.165],[0.113 0.119 0.198],[99. 61. 10.],[15.6 10.7 11.2],[12.2  7.7  7.6],[5532.4 3039.8  871.7],3,13.90908164,145.883639,60.57831176999999,131.97455735999998,1.0207081318089744,0.9972060804041388,3.1130417424780736,0.8692837104700432,0.6164527384811002,0.329169598463403,0.6683592753252652,1.348,2.039,1.6236666666666668,0.6910000000000001,0.2988871953690147,0.1840816230973196,0.0771166220806801,0.1418599876822008,0,2,1,0,,0,0,[0.05169726 1.2161792 ],0.051697264560259804,0.633938230299423,[0. 0.]
2926,16.279,4.656,0.56,4.701,-0.265,[ 5.53608548 12.28547949 20.9571375  37.63354937 75.73163337],[1.894 2.173 2.359 2.196 2.681],[-0.135 -0.161 -0.182 -0.145 -0.247],[0.195 0.232 0.251 0.271 0.345],[89. 42. 23. 16.  6.],[22.6 23.8 22.7 18.6 16.3],[17.2 16.7 16.2 12.8 11.4],[1772.7 1021.   470.6  572.8  176.3],5,5.53608548,75.73163337,30.428777042,70.19554789,1.1360745365023392,0.8239265825751456,0.9332730948034657,0.028727086255146,0.0757160282019004,0.0443624418035354,0.6490436331922596,1.894,2.681,2.2606,0.7870000000000001,0.2579384422686933,0.1141017615981125,0.0493707127085588,0.0778554366097496,0,1,4,0,,1,0,[0.10958181 0.02350767 0.07744341 0.00617182],0.006171815278873449,0.0504755388366922,[0. 0. 0. 2.]
