R, f
0.06585365853658537, 0
0.15365853658536585, 0.0010638297872340426
0.21951219512195122, 0.002127659574468085
0.29268292682926833, 0.006382978723404256
0.351219512195122, 0.014893617021276596
0.41707317073170735, 0.030851063829787233
0.49024390243902444, 0.05638297872340425
0.578048780487805, 0.10106382978723405
0.6804878048780488, 0.15425531914893617
0.8048780487804879, 0.2127659574468085
0.8634146341463416, 0.23297872340425532
0.9365853658536586, 0.2521276595744681
1.024390243902439, 0.27872340425531916
1.075609756097561, 0.3127659574468085
1.2000000000000002, 0.4148936170212766
1.1487804878048782, 0.3648936170212766
1.2585365853658537, 0.4765957446808511
1.3317073170731708, 0.5308510638297872
1.353658536585366, 0.5457446808510639
1.375609756097561, 0.5563829787234043
1.4414634146341465, 0.5702127659574469
1.3975609756097562, 0.5648936170212766
1.4926829268292683, 0.5617021276595745
1.5292682926829269, 0.548936170212766
1.5731707317073171, 0.5255319148936171
1.6243902439024391, 0.4957446808510638
1.6682926829268294, 0.47127659574468084
1.7195121951219514, 0.4468085106382979
1.7634146341463415, 0.42127659574468085
1.8439024390243903, 0.3925531914893617
1.9463414634146343, 0.37446808510638296
2.05609756097561, 0.37659574468085105
2.1365853658536587, 0.3893617021276596
2.209756097560976, 0.4
2.304878048780488, 0.4021276595744681
2.4000000000000004, 0.3946808510638298
2.473170731707317, 0.3819148936170213
2.5390243902439025, 0.3670212765957447
2.5902439024390245, 0.35000000000000003
2.6341463414634148, 0.33085106382978724
2.6853658536585368, 0.30425531914893617
2.729268292682927, 0.2797872340425532
2.780487804878049, 0.2542553191489362
2.831707317073171, 0.22872340425531915
2.8902439024390247, 0.2053191489361702
2.9634146341463414, 0.1797872340425532
3.051219512195122, 0.1574468085106383
3.1902439024390246, 0.12978723404255318
3.329268292682927, 0.11063829787234043
3.4756097560975614, 0.09361702127659574
3.6439024390243904, 0.07659574468085106
3.81219512195122, 0.05851063829787234
3.9731707317073175, 0.043617021276595745
4.207317073170732, 0.03297872340425532
4.45609756097561, 0.025531914893617023
4.653658536585366, 0.019148936170212766
4.84390243902439, 0.011702127659574468
5.034146341463415, 0.007446808510638298
5.231707317073171, 0.006382978723404256
5.421951219512195, 0.00425531914893617
5.6414634146341465, 0.00425531914893617
5.817073170731708, 0.003191489361702128
5.934146341463415, 0.003191489361702128
