R, f
0.06585365853658537, 0
0.13170731707317074, 0.002127659574468085
0.21219512195121953, 0.005319148936170213
0.2780487804878049, 0.010638297872340425
0.351219512195122, 0.022340425531914895
0.4024390243902439, 0.03829787234042553
0.49756097560975615, 0.0797872340425532
0.5560975609756098, 0.11595744680851064
0.6073170731707317, 0.15
0.6585365853658537, 0.1851063829787234
0.7243902439024391, 0.2276595744680851
0.8048780487804879, 0.2734042553191489
0.8634146341463416, 0.2936170212765957
0.9219512195121952, 0.30638297872340425
1.002439024390244, 0.3202127659574468
1.075609756097561, 0.3425531914893617
1.1634146341463416, 0.3946808510638298
1.2365853658536585, 0.4478723404255319
1.2878048780487805, 0.48085106382978726
1.426829268292683, 0.5287234042553192
1.3317073170731708, 0.5085106382978724
1.5365853658536586, 0.5053191489361702
1.6243902439024391, 0.46489361702127663
1.6902439024390246, 0.4276595744680851
1.7707317073170732, 0.3872340425531915
1.9390243902439026, 0.35000000000000003
1.8439024390243903, 0.3627659574468085
2.0414634146341464, 0.3648936170212766
2.1146341463414635, 0.3861702127659575
2.2975609756097564, 0.4265957446808511
2.2243902439024392, 0.41914893617021276
2.378048780487805, 0.42021276595744683
2.158536585365854, 0.4021276595744681
2.451219512195122, 0.40106382978723404
2.524390243902439, 0.37127659574468086
2.6121951219512196, 0.33297872340425533
2.6926829268292685, 0.2957446808510638
2.780487804878049, 0.25
2.9195121951219516, 0.19042553191489361
3.0439024390243903, 0.14893617021276595
3.1902439024390246, 0.1127659574468085
3.285365853658537, 0.09680851063829787
3.4243902439024394, 0.08297872340425531
3.5414634146341464, 0.07446808510638298
3.680487804878049, 0.06276595744680852
3.7975609756097564, 0.05319148936170213
3.965853658536586, 0.04042553191489362
4.192682926829269, 0.02872340425531915
4.463414634146342, 0.02021276595744681
4.763414634146342, 0.013829787234042554
4.9975609756097565, 0.013829787234042554
5.107317073170732, 0.013829787234042554
5.319512195121952, 0.010638297872340425
5.509756097560976, 0.006382978723404256
5.648780487804879, 0.005319148936170213
5.86829268292683, 0.005319148936170213
5.95609756097561, 0.00425531914893617
